"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PHIP",4.98101049032993e-91,-0.30296997730363,0.278,0.318,1.92132517643496e-86
"OAF",6.52624725418002e-91,-0.331410422113953,0.388,0.417,2.51736935335486e-86
"GLUD1",1.59540526118157e-90,-0.28906388295616,0.349,0.374,6.15395671395568e-86
"LUC7L3",2.0677841987186e-90,-0.283686583132394,0.469,0.482,7.97606398971724e-86
"RBMS1",2.26832434432343e-90,-0.27853943037557,0.486,0.493,8.74960749335877e-86
"CALCOCO2",3.76378039922937e-89,-0.254086849283723,0.306,0.342,1.45180301339474e-84
"LAMB2",5.99473631281077e-89,-0.285468706067885,0.529,0.538,2.3123496379405e-84
"SPTAN1",6.86814650155066e-89,-0.281459761247111,0.39,0.412,2.64925015004314e-84
"ACKR3",1.16978201087598e-86,-0.663304959834051,0.242,0.278,4.51220015055193e-82
"CHMP1B",3.73979470557096e-86,-0.345435704318581,0.275,0.313,1.44255101177989e-81
"ADI1",4.3047481482985e-86,-0.264298926102996,0.374,0.398,1.66047050324318e-81
"GNG11",4.48327004803368e-86,-0.251310076977351,0.497,0.513,1.72933175562803e-81
"EIF4B",5.43160967570202e-86,-0.276582920249402,0.512,0.516,2.09513480020854e-81
"TMEM123",4.6962204697075e-85,-0.31145107452155,0.369,0.388,1.81147312178028e-80
"ARHGAP21",7.64914573067151e-85,-0.300469149145823,0.398,0.414,2.95050498269192e-80
"KLF13",9.08230869134885e-85,-0.289267164066123,0.293,0.327,3.50331893151399e-80
"PIM1",4.11593696213418e-83,-0.343989220883297,0.279,0.317,1.58764036440402e-78
"YTHDC1",1.08835965000112e-82,-0.265404807723434,0.308,0.34,4.19812967794932e-78
"PRKAR1A",1.38935290978778e-82,-0.256198265923961,0.469,0.473,5.35915097892439e-78
"CD55",1.6842703987787e-81,-0.555225791716002,0.514,0.507,6.49673620920907e-77
"TMX4",1.76099007792826e-78,-0.259167605278644,0.266,0.301,6.79266702759268e-74
"ATP5MD",5.32052003675006e-78,0.255797049764292,0.577,0.521,2.0522841937756e-73
"KLF3",1.07475803180813e-77,-0.282527544988064,0.28,0.313,4.14566415609349e-73
"FOXO3",1.28361781817935e-77,-0.33302379606309,0.3,0.328,4.95129901006319e-73
"USP15",1.81704491235687e-77,-0.251322996820356,0.237,0.276,7.00888734043416e-73
"TPST1",3.84464775394783e-77,-0.257044760092936,0.336,0.358,1.4829959781303e-72
"COQ10B",1.14892542973743e-73,-0.261175948140249,0.319,0.343,4.43175006012619e-69
"SESTD1",1.89689823672258e-73,-0.277799818606176,0.287,0.314,7.31690556851e-69
"OSMR",1.21015934863485e-72,-0.313079956918416,0.233,0.266,4.66794765548919e-68
"CPNE3",6.96050526028027e-72,-0.25495259424095,0.371,0.387,2.68487569404791e-67
"ASH1L",3.1552690089836e-71,-0.263526267970379,0.397,0.409,1.21708191483525e-66
"ANXA4",2.90263857816407e-66,-0.256526659409647,0.443,0.443,1.11963477875523e-61
"TAF7",4.27207193075734e-66,-0.308633076672901,0.34,0.356,1.64786630585103e-61
"IRF2BPL",4.89659496905191e-65,-0.279779182188371,0.238,0.271,1.88876357741239e-60
"LAMC1",1.7855936235291e-63,-0.309170850952623,0.522,0.513,6.88757028403878e-59
"CYCS",4.15745290007588e-63,-0.524954147723162,0.515,0.495,1.60365430714627e-58
"TMSB4X",9.16989401782926e-63,-0.273131315413609,0.935,0.971,3.53710321949728e-58
"SLC3A2",4.57217633526294e-61,-0.260060697485712,0.504,0.495,1.76362557780098e-56
"PSME2",2.4855802382404e-60,-0.253661372785692,0.404,0.411,9.58762865296469e-56
"BBX",8.87845908300629e-60,-0.280667763615239,0.329,0.343,3.42468802208802e-55
"DNTTIP2",9.50837707411417e-59,-0.262428288322416,0.254,0.277,3.66766628879806e-54
"HTRA3",1.56444588711017e-58,-0.380911183613838,0.362,0.385,6.03453712035007e-54
"PCM1",1.02858736424529e-57,-0.284610952338452,0.36,0.369,3.96757004010335e-53
"TYMP",7.68195155489503e-57,-0.253288857070106,0.51,0.529,2.96315917326966e-52
"HMGB2",8.39160629603421e-57,-0.257435404960633,0.301,0.321,3.23689429656927e-52
"EIF4E",2.00567707762914e-56,-0.288749266046984,0.267,0.289,7.7364981915389e-52
"CHD2",1.06690033072997e-55,-0.264705324823475,0.295,0.314,4.1153546457247e-51
"PHACTR2",1.32888888217155e-54,-0.295870427304432,0.431,0.432,5.12592308520033e-50
"NEU1",3.28654295983277e-54,-0.280508455011366,0.353,0.361,1.26771821589629e-49
"BHLHE40",1.53579784566991e-53,-0.290933614189212,0.464,0.465,5.92403303010253e-49
"HSPB6",3.71187208324896e-52,-0.286675337997068,0.221,0.254,1.43178041867162e-47
"VCAM1",1.40666310025826e-51,-0.277034747237185,0.239,0.275,5.42592157662618e-47
"RECK",1.17353778366745e-49,-0.314728200421346,0.327,0.338,4.52668729294044e-45
"CDKN1C",2.8617364349107e-49,-0.288239373103538,0.481,0.479,1.10385759503811e-44
"MEF2A",1.12899915147799e-45,-0.261068892072252,0.334,0.344,4.35488842699604e-41
"SKI",1.61852587249209e-42,-0.259447165926928,0.299,0.31,6.24313984796373e-38
"ELL2",1.70801901457448e-42,-0.304364452909912,0.266,0.28,6.58834174491812e-38
"CRYBG3",2.41311889682501e-39,-0.302567590922297,0.24,0.258,9.30812352072313e-35
"ADAMTS5",5.37792155455468e-38,-0.322655332801714,0.285,0.304,2.07442568123837e-33
"MFAP4",1.29561684841175e-36,-0.280502045800366,0.814,0.793,4.99758286937864e-32
"TIMP1",8.17250379320569e-36,-0.349865379538121,0.929,0.924,3.15237988815323e-31
"SLC39A14",2.38339608894413e-32,-0.259138128025914,0.305,0.308,9.19347373388418e-28
"TNFAIP6",1.90171606436682e-31,-0.546063497934098,0.61,0.465,7.33548937508215e-27
"PHF3",5.67388956481635e-30,-0.251791467987707,0.342,0.338,2.18858942183661e-25
"NID1",1.87650146282309e-21,-0.262804179868813,0.376,0.36,7.2382290925475e-17
"ADAMTS4",2.65240894341526e-16,-0.341307011372603,0.251,0.248,1.02311370174357e-11
"ELN",2.7764864892219e-14,-0.372333865031303,0.522,0.546,1.07097413348756e-09
"IGFBP6",6.8785813414073e-13,-0.260037353285693,0.619,0.532,2.65327518082104e-08
"MFAP5",1.08376718919328e-12,-0.444499064258618,0.624,0.503,4.18041517887523e-08
"FILIP1L",2.83724881983775e-08,-0.26524805548385,0.455,0.431,0.00109441198727602
"SEPT11",9.90707444699886e-08,0.600895086893403,0.348,0.412,0.00382145582644087
"QPCT",0.756026885710595,-0.256486781131189,0.388,0.337,1
