genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
ATP5F1B,0,0.63188197674234,0.836,0.64,0
LRP1,0,-1.108195714,0.547,0.762,0
NDUFA4L2,0,3.73588613848837,0.868,0.036,0
AVPR1A,0,0.594780639655651,0.289,0.003,0
DPY19L2,0,0.282823527571577,0.164,0.002,0
CPM,0,0.980488726232999,0.442,0.016,0
PHLDA1,0,1.41024140624662,0.704,0.155,0
LUM,0,-2.282328033,0.761,0.988,0
DCN,0,-2.07317869,0.733,0.993,0
BTG1,0,1.00018951501689,0.763,0.458,0
PLXNC1,0,-0.38424199,0.054,0.327,0
SLC25A3,0,0.746448989468069,0.904,0.705,0
IGF1,0,-1.589699335,0.052,0.439,0
GLT8D2,0,-0.828200063,0.376,0.648,0
C12orf75,0,-0.852192601,0.326,0.631,0
CKAP4,0,-1.123025351,0.511,0.752,0
SH2B3,0,0.29420067503885,0.24,0.052,0
TESC,0,0.26542653060665,0.114,0.001,0
CDK2AP1,0,-0.708646412,0.175,0.497,0
FZD10,0,0.264846060099607,0.163,0.028,0
RASL11A,0,0.587755704427114,0.308,0.024,0
FRY,0,0.430264350501072,0.277,0.047,0
POSTN,0,-2.550407037,0.532,0.961,0
LHFPL6,0,1.31266824330138,0.865,0.502,0
RGCC,0,-1.424190008,0.102,0.534,0
EDNRB,0,0.691688891924936,0.342,0.006,0
ITGBL1,0,-1.340025943,0.09,0.573,0
COL4A1,0,3.91509869934041,0.927,0.096,0
COL4A2,0,3.52741402660038,0.941,0.122,0
NDRG2,0,0.73452434495232,0.424,0.077,0
MMP14,0,-1.308013907,0.482,0.737,0
PSME1,0,0.965562486876453,0.784,0.458,0
PSME2,0,0.829160193504091,0.704,0.429,0
FRMD6,0,-0.786981941,0.293,0.576,0
SYNE2,0,0.520237744308993,0.282,0.069,0
HSPA2,0,0.961632960273873,0.504,0.169,0
PGF,0,0.923116703969916,0.405,0.022,0
FOS,0,-1.571713983,0.6,0.79,0
FBLN5,0,-0.586461255,0.086,0.461,0
CLMN,0,0.622452809146435,0.325,0.007,0
GLRX5,0,0.462203292371238,0.622,0.388,0
CKB,0,0.462159590323294,0.264,0.065,0
AHNAK2,0,-0.57898413,0.082,0.422,0
CRIP2,0,1.39359558134655,0.741,0.26,0
CRIP1,0,1.52474914265774,0.684,0.311,0
GREM1,0,-0.623903162,0.101,0.398,0
GPR176,0,0.406895252400872,0.336,0.115,0
INAFM2,0,0.172917888220323,0.136,0.014,0
SERF2,0,-0.51451065,0.989,0.99,0
B2M,0,0.857087331305859,1,0.994,0
SEMA6D,0,0.408070617883165,0.225,0.034,0
FBN1,0,-1.194998432,0.639,0.776,0
TNFAIP8L3,0,0.22808928788316,0.152,0.006,0
PPIB,0,-1.521063715,0.935,0.988,0
OAZ2,0,0.751811624522794,0.614,0.331,0
RASL12,0,0.756976821702451,0.43,0.011,0
ITGA11,0,-0.556862619,0.104,0.437,0
UACA,0,1.1205894846049,0.668,0.36,0
PKM,0,0.761858295258987,0.864,0.681,0
NPTN,0,0.53699979234175,0.581,0.367,0
ISLR,0,-1.570506483,0.266,0.705,0
CSPG4,0,0.505033241449788,0.313,0.049,0
LINGO1,0,0.611635248761636,0.337,0.007,0
ISG20,0,0.561942343942108,0.33,0.058,0
MFGE8,0,1.67707606591106,0.881,0.476,0
SEMA4B,0,0.352514826965921,0.209,0.018,0
SLCO3A1,0,0.892723656020102,0.525,0.115,0
LINC01197,0,0.504576350317701,0.299,0.003,0
NR2F2-AS1,0,0.443238425307304,0.242,0.009,0
NR2F2,0,2.79967885468307,0.913,0.219,0
CHSY1,0,0.617666992852475,0.604,0.376,0
FAM173A,0,0.239465733382855,0.393,0.124,0
CACNA1H,0,0.305518905608056,0.204,0.009,0
SLC9A3R2,0,0.725883606942705,0.559,0.251,0
IL32,0,0.93800042082167,0.483,0.165,0
EMP2,0,0.556660959329455,0.633,0.342,0
SOCS1,0,1.11356122991693,0.463,0.143,0
LITAF,0,0.755764075857236,0.584,0.282,0
MKL2,0,0.471763371932301,0.271,0.022,0
C16orf45,0,0.304056365967758,0.317,0.081,0
MYH11,0,1.82731628262953,0.435,0.009,0
TUFM,0,0.531049237185552,0.714,0.526,0
PRRT2,0,0.238485761040357,0.176,0.029,0
VKORC1,0,-0.943428488,0.779,0.847,0
TGFB1I1,0,0.919672078252264,0.792,0.562,0
MMP2,0,-2.512106568,0.321,0.905,0
MT2A,0,3.15669991169046,0.941,0.5,0
MT1E,0,1.00780602700773,0.748,0.516,0
MT1M,0,0.971032637582904,0.476,0.127,0
MT1A,0,0.728385217199222,0.252,0.029,0
MT1F,0,0.759687663147643,0.407,0.054,0
CDH11,0,-1.019865716,0.425,0.683,0
FAM96B,0,0.486759889082411,0.611,0.224,0
NOL3,0,0.410893001523026,0.313,0.099,0
TPPP3,0,1.33504569377015,0.58,0.11,0
NQO1,0,0.205505662622931,0.159,0.026,0
AC140912.1,0,0.196179910113821,0.113,0.004,0
PLCG2,0,0.891028580288509,0.422,0.123,0
CDH13,0,0.79432190548477,0.442,0.056,0
WFDC1,0,1.22529334778183,0.429,0.021,0
CRISPLD2,0,0.842518344150103,0.839,0.585,0
FOXC2,0,0.176954297262518,0.141,0.012,0
SLC7A5,0,0.585672420590607,0.324,0.035,0
RPL13,0,0.484275841903071,0.999,0.992,0
PFN1,0,0.816486476095823,0.932,0.745,0
ACADVL,0,0.633090421421062,0.668,0.41,0
GABARAP,0,-1.258339585,0.258,0.524,0
SLC2A4,0,0.217902732322443,0.124,0,0
ATP1B2,0,0.363250195086926,0.185,0.006,0
MYH10,0,-0.571170198,0.1,0.433,0
GAS7,0,-0.489035078,0.051,0.35,0
TRPV2,0,0.585106790759972,0.349,0.013,0
MPRIP,0,0.935952596791884,0.651,0.299,0
MFAP4,0,-2.184652173,0.165,0.857,0
MAP2K3,0,0.526912294120289,0.459,0.21,0
ADAP2,0,0.40546120974233,0.252,0.003,0
CCL2,0,2.13440541142907,0.519,0.082,0
CCL8,0,0.503348259968936,0.129,0.002,0
CCL13,0,0.670347614612158,0.164,0.001,0
DUSP14,0,0.496166668467779,0.44,0.203,0
MLLT6,0,0.440401494130994,0.359,0.146,0
PSMB3,0,0.554112624081043,0.777,0.598,0
IGFBP4,0,1.48122508591663,0.963,0.76,0
KRT14,0,1.30265375321539,0.559,0.165,0
KRT16,0,0.850035450165425,0.368,0.027,0
KRT17,0,0.730988427191114,0.319,0.027,0
FKBP10,0,-0.712787175,0.693,0.775,0
CAVIN1,0,0.850826073256181,0.897,0.694,0
PLEKHH3,0,0.609418542327003,0.431,0.105,0
CCR10,0,0.244421834774941,0.172,0.017,0
AC100793.2,0,0.366424979136808,0.213,0.007,0
AOC3,0,0.865452881834184,0.42,0.008,0
GJC1,0,0.853615346715453,0.474,0.095,0
HIGD1B,0,1.18852729363052,0.395,0.002,0
COPZ2,0,-1.421238706,0.6,0.841,0
NGFR,0,0.372782126731521,0.162,0.019,0
ITGA3,0,0.478048618404525,0.299,0.005,0
SGCA,0,0.271983977973619,0.146,0.014,0
COL1A1,0,-2.338059154,0.98,1,0
SEPT4,0,1.25725739979793,0.495,0.007,0
VMP1,0,0.834682826137656,0.811,0.595,0
TBX2-AS1,0,0.404766561139722,0.241,0.006,0
TBX2,0,1.36811453359253,0.601,0.021,0
MRC2,0,-1.3098931,0.415,0.76,0
PITPNC1,0,0.515005014134481,0.331,0.067,0
PRKAR1A,0,0.686006907994471,0.713,0.471,0
SSTR2,0,0.526769705643067,0.256,0.01,0
CDC42EP4,0,0.354847924475005,0.266,0.033,0
GPRC5C,0,0.498958895271069,0.28,0.016,0
TRIM47,0,0.42558023962035,0.32,0.085,0
CYGB,0,1.11987315970436,0.505,0.044,0
SEPT9,0,0.663001153581456,0.488,0.109,0
SYNGR2,0,0.248932803431698,0.166,0.011,0
SOCS3,0,0.739361863030752,0.626,0.349,0
TIMP2,0,-0.631846947,0.849,0.851,0
LGALS3BP,0,1.29991320143256,0.815,0.344,0
C1QTNF1,0,1.27198898944582,0.704,0.294,0
PYCR1,0,-0.842429529,0.253,0.595,0
COLEC12,0,-0.558815124,0.059,0.356,0
NDC80,0,0.141669603004726,0.103,0.007,0
MYL12A,0,0.788971587209399,0.934,0.785,0
ARHGAP28,0,-0.512588588,0.094,0.392,0
APCDD1,0,1.63492541390465,0.578,0.173,0
PIEZO2,0,-0.786518809,0.054,0.453,0
ANKRD29,0,0.356665540712617,0.204,0.023,0
LAMA3,0,0.269184370317934,0.141,0.005,0
ATP8B1,0,0.313371143668541,0.248,0.041,0
LMAN1,0,-1.091137471,0.631,0.804,0
RNF152,0,0.474774834939063,0.303,0.057,0
DSEL,0,-0.765388969,0.208,0.514,0
CCDC102B,0,1.85575068875352,0.658,0.021,0
PQLC1,0,0.228069060876973,0.293,0.081,0
TRIB3,0,0.171730209282244,0.129,0.014,0
RSPO4,0,0.20029657075704,0.117,0.003,0
TMEM74B,0,0.325196353111593,0.198,0.002,0
FKBP1A,0,0.632051202939768,0.771,0.582,0
SNRPB,0,0.733729276859995,0.765,0.533,0
CPXM1,0,-0.905634783,0.446,0.694,0
PCED1A,0,0.46877075749695,0.386,0.15,0
MRPS26,0,0.47005599401166,0.57,0.293,0
C20orf27,0,1.438603633,0.651,0.246,0
JAG1,0,1.29383426030034,0.69,0.294,0
DSTN,0,0.686594049530519,0.946,0.845,0
RRBP1,0,-0.992302805,0.722,0.847,0
THBD,0,0.478043186790959,0.229,0.032,0
REM1,0,0.786504109480312,0.393,0.019,0
COX4I2,0,1.62031457817029,0.57,0.003,0
FOXS1,0,0.896743567912719,0.387,0.002,0
MAP1LC3A,0,0.692784153365651,0.607,0.31,0
MYL9,0,2.12478658835864,0.968,0.703,0
SAMHD1,0,0.61600056730217,0.413,0.118,0
MAFB,0,-1.744626695,0.114,0.644,0
PKIG,0,0.64211688337471,0.62,0.374,0
CD40,0,0.603478685273366,0.39,0.049,0
SULF2,0,-0.965880946,0.29,0.651,0
LAMA5,0,0.71101124716712,0.391,0.009,0
TPGS1,0,0.435352440161813,0.55,0.307,0
BSG,0,0.822345841806641,0.863,0.616,0
ATP5F1D,0,0.569157638687798,0.876,0.665,0
MUM1,0,0.216212325989139,0.264,0.072,0
GAMT,0,0.585533754247376,0.38,0.082,0
TLE2,0,0.565410474060203,0.348,0.042,0
AES,0,1.01035407822251,0.685,0.204,0
C19orf70,0,0.417049735958486,0.623,0.27,0
ANGPTL4,0,0.572227378295646,0.278,0.032,0
COL5A3,0,0.841332596372611,0.618,0.383,0
C19orf66,0,0.313302796052043,0.33,0.08,0
EIF3G,0,0.684059587756064,0.812,0.6,0
KANK2,0,0.578451771000873,0.619,0.395,0
DOCK6,0,0.267732351350979,0.211,0.034,0
EPOR,0,0.170036042730993,0.123,0.013,0
RGL3,0,0.233966275399182,0.146,0,0
CCDC151,0,0.234861948309447,0.15,0.001,0
ACP5,0,0.252979865635194,0.162,0.007,0
DHPS,0,0.454194490805622,0.429,0.196,0
ASNA1,0,0.46890629685273,0.43,0.115,0
RAD23A,0,0.610136440212269,0.636,0.415,0
GADD45GIP1,0,0.542427892260842,0.763,0.552,0
ADGRE5,0,0.698375315219935,0.412,0.021,0
PTGER1,0,0.273347173850738,0.1,0.004,0
TECR,0,0.622220297670212,0.61,0.368,0
ADGRE2,0,0.197234038251855,0.125,0.004,0
SYDE1,0,0.57213470418354,0.477,0.197,0
NOTCH3,0,2.3636286263653,0.894,0.205,0
BST2,0,1.67953815469896,0.646,0.056,0
JAK3,0,0.250675117328054,0.169,0.009,0
ISYNA1,0,0.65226211851038,0.423,0.099,0
FKBP8,0,0.606588210776642,0.75,0.534,0
COMP,0,-2.547508984,0.096,0.716,0
CILP2,0,-0.828954889,0.036,0.307,0
UBA2,0,0.622796033728539,0.542,0.282,0
LGI4,0,0.915825156911176,0.422,0.008,0
PPP1R14A,0,2.43810192636756,0.725,0.004,0
PSMD8,0,0.539159624723211,0.82,0.642,0
GMFG,0,0.924909939788021,0.431,0.009,0
PLEKHG2,0,0.404429999902624,0.317,0.089,0
RPS16,0,0.685852440746328,0.985,0.865,0
POU2F2,0,0.501464609479095,0.229,0.015,0
PLAUR,0,-0.925633355,0.372,0.641,0
BCAM,0,0.822896065304586,0.315,0.012,0
NECTIN2,0,0.662022253451257,0.574,0.294,0
APOE,0,2.24807618839097,0.79,0.278,0
APOC1,0,0.306229741277409,0.147,0.017,0
RELB,0,0.391853809721948,0.31,0.063,0
FOSB,0,-1.45215357,0.284,0.611,0
VASP,0,0.845154262492986,0.559,0.229,0
GPR4,0,0.591576985658306,0.301,0.002,0
EML2,0,0.232695356978749,0.181,0.028,0
PTGIR,0,0.987701055634191,0.525,0.024,0
INAFM1,0,0.847799718198876,0.688,0.343,0
EHD2,0,0.820910175084335,0.764,0.513,0
NOP53,0,1.02401182782931,0.802,0.463,0
PLEKHA4,0,0.612596819006575,0.418,0.119,0
FTL,0,-1.26414994,0.992,1,0
RCN3,0,-0.833674456,0.679,0.783,0
RRAS,0,1.22915206987105,0.753,0.361,0
PRMT1,0,0.52406194274563,0.692,0.482,0
CLEC11A,0,-0.971962508,0.678,0.803,0
RPS9,0,0.745444092643154,0.989,0.876,0
EPS8L1,0,0.188353935764247,0.128,0.008,0
SSC5D,0,-0.865934186,0.219,0.572,0
HDHD5,0,0.26436936788028,0.211,0.039,0
COMT,0,0.683277106825283,0.738,0.513,0
CHCHD10,0,1.55779090363208,0.818,0.254,0
SUSD2,0,0.598448812907609,0.291,0.007,0
GGT5,0,1.65099075260944,0.753,0.196,0
TIMP3,0,1.83808909840613,0.826,0.386,0
LARGE1,0,0.295087424144135,0.24,0.061,0
MYH9,0,1.38160301900324,0.889,0.562,0
EIF3D,0,0.655169688246978,0.681,0.46,0
C1QTNF6,0,-0.871485543,0.328,0.624,0
LGALS1,0,-0.476613144,0.992,0.999,0
KDELR3,0,-1.201809534,0.387,0.722,0
CBX6,0,0.748500646113173,0.552,0.181,0
RPL3,0,1.17581431189185,0.992,0.869,0
MKL1,0,0.225416795994902,0.206,0.032,0
CYB5R3,0,0.663443382038556,0.855,0.664,0
FBLN1,0,-1.612523129,0.568,0.874,0
TYMP,0,0.757528382527054,0.759,0.517,0
ODF3B,0,0.404942403363837,0.322,0.118,0
MIR99AHG,0,-0.868826276,0.068,0.491,0
MAP3K7CL,0,0.405165995237122,0.22,0.04,0
MRPS6,0,-1.265754305,0.307,0.596,0
TTC3,0,-1.443888107,0.523,0.818,0
ETS2,0,0.41741888521399,0.323,0.074,0
COL18A1,0,2.47704239052089,0.953,0.526,0
COL6A1,0,-0.973638518,0.976,0.993,0
MT-ND1,0,1.3344241080041,0.976,0.837,0
MT-ND2,0,0.917045613242375,0.971,0.834,0
MT-CO1,0,0.901017984873737,0.986,0.974,0
MT-CO2,0,1.1353956879161,0.99,0.952,0
MT-ATP8,0,0.751537008038282,0.515,0.272,0
MT-ATP6,0,1.20709240245213,0.985,0.928,0
MT-CO3,0,1.46043088279431,0.99,0.949,0
MT-ND3,0,1.50541934623562,0.975,0.803,0
MT-ND6,0,0.41771408593726,0.34,0.113,0
MT-CYB,0,1.02250952459769,0.983,0.945,0
PCSK1,0,0.220647641565073,0.101,0.005,0
PDE1C,0,0.166523572079961,0.109,0,0
SLN,0,1.23685305160805,0.18,0.005,0
TRPC4,0,0.180041245047196,0.119,0.001,0
LINC00924,0,0.250592804619789,0.151,0.001,0
KCNC3,0,0.208741030254447,0.115,0.001,0
RPS4Y1,0,0.622730056822318,0.765,0.463,0
SEPTIN11,0,-1.180748949,0.126,0.423,0
NFKB2,5.43560740998926e-308,0.39813310759933,0.297,0.101,2.09667684625516e-303
MGAT4B,2.98387189917121e-307,0.379136281231351,0.42,0.194,1.15096890766731e-302
RCN1,4.5796606747913e-307,-0.770741085,0.65,0.745,1.76651251208725e-302
RAB30-AS1,4.57012456037452e-306,0.172137567613545,0.163,0.027,1.76283414667326e-301
CCT5,4.16791139177603e-305,0.542440655208221,0.628,0.441,1.60768846114977e-300
RILPL2,4.56902228991219e-305,0.357119124842753,0.351,0.141,1.76240896788783e-300
MDFI,4.75703345126127e-305,-0.422198135,0.075,0.354,1.83493051315501e-300
DMD,8.29754034415492e-303,0.270305623703246,0.204,0.047,3.20061023695088e-298
HSPB6,3.88381498222989e-302,0.54307587149383,0.45,0.222,1.49810395309554e-297
ENTPD1,7.1555884580973e-302,0.267157150242925,0.246,0.068,2.76012513594187e-297
IL34,1.99006844924125e-301,0.23272419457652,0.158,0.027,7.67629102925827e-297
AXL,4.05336484434193e-301,0.569781078180665,0.638,0.45,1.56350442140801e-296
ATOX1,5.59754487431395e-300,-0.778671222,0.737,0.826,2.15914098436912e-295
NDUFB9,1.18859212869039e-299,0.466571099646793,0.711,0.521,4.58475641799744e-295
TUBB2A,1.39763564252621e-299,-0.909314012,0.447,0.655,5.39109996391635e-295
NDUFS2,3.76273193275419e-299,0.475406444166689,0.606,0.403,1.45139858842127e-294
MEG3,7.0157691998844e-299,-0.988750047,0.446,0.685,2.70619265347141e-294
AK1,9.82281800795226e-299,-0.626670557,0.173,0.449,3.78895559020742e-294
SLC5A3,4.96467256417204e-298,-0.778152658,0.135,0.414,1.91502314817808e-293
LINC00632,5.58620843980229e-298,-0.619465887,0.141,0.418,2.15476818148494e-293
YPEL2,1.93578152868359e-297,0.39672640680843,0.36,0.146,7.4668900905912e-293
RABGAP1,1.98418691314543e-297,0.481070625880164,0.391,0.176,7.65360418007588e-293
H3F3A,3.3491864305916e-297,0.475773831763894,0.971,0.77,1.2918816818721e-292
GPC3,1.71663557239423e-296,0.389485279566774,0.156,0.027,6.62157839339625e-292
FKBP11,2.58651218507651e-296,-0.779749712,0.383,0.632,9.97695345149563e-292
EIF3I,8.67465760114095e-296,0.485612962289677,0.725,0.544,3.3460756764881e-291
DOCK10,6.10040729226476e-295,0.312664030928606,0.257,0.079,2.35311010484528e-290
TROVE2,7.51037077742071e-295,0.211965000093158,0.335,0.114,2.89697531997449e-290
PDLIM5,9.4357072961173e-295,0.651628629476123,0.551,0.341,3.63963537533133e-290
P4HA1,5.25240853347858e-294,-0.86064172,0.382,0.63,2.02601154361869e-289
GASK1B,5.66127426238331e-294,-0.383732695,0.07,0.344,2.18372332122912e-289
ARHGEF12,1.75903446878099e-293,0.497239458571874,0.513,0.3,6.7851236564289e-289
CNN1,3.59105478758249e-293,0.772375141564798,0.354,0.149,1.38517756321419e-288
CDC42EP2,1.42034190783497e-292,0.338366218241568,0.252,0.077,5.47868484109185e-288
POR,5.09218639744977e-292,0.485114307775652,0.484,0.269,1.9642090590883e-287
PLEKHA2,8.24446466638933e-292,0.320982816159564,0.237,0.069,3.18013735576636e-287
KLF4,2.90024050029822e-291,-0.914996376,0.09,0.363,1.11870976818003e-286
C1QBP,6.31038332353284e-291,0.436179884434616,0.682,0.473,2.43410415938632e-286
STAT3,1.21654499853488e-290,0.52024312248398,0.69,0.486,4.69257902284858e-286
BGN,3.56591648206581e-290,-0.583854623,0.925,0.914,1.37548096462725e-285
ABI3BP,4.43187908648982e-290,-0.545957512,0.16,0.453,1.70950872003172e-285
TMEM204,6.0321511753461e-290,0.522980880026856,0.407,0.199,2.32678167286625e-285
LPAR1,8.47181565534526e-290,-0.417950116,0.115,0.399,3.26783345273633e-285
H1FX,8.83780175991363e-290,0.567752747501436,0.613,0.359,3.40900527285148e-285
ENG,9.02189406593521e-290,0.528970382172059,0.546,0.349,3.48001519805319e-285
ADCY4,1.12272254718267e-289,0.256235359103162,0.171,0.034,4.33067768124772e-285
CHTF8,7.29980522652217e-289,0.16254435560818,0.226,0.058,2.8157538700264e-284
SCARA3,9.8897194225324e-288,-0.507869197,0.088,0.357,3.81476147285342e-283
NT5C,1.07090342951896e-287,0.431211185987416,0.571,0.355,4.13079579868348e-283
FAM229B,1.27972114029959e-287,-0.67698031,0.248,0.523,4.93626835447762e-283
COL8A2,2.80706374892614e-287,-0.499278075,0.061,0.322,1.08276869987328e-282
FAM208B,1.03909718278877e-286,0.216047026130321,0.238,0.064,4.00810956317114e-282
FHOD3,5.02982561382384e-286,-0.353241829,0.026,0.269,1.94015463402027e-281
CCN4,7.84315196147661e-286,-0.377581189,0.051,0.31,3.02533900610037e-281
TNFRSF1B,3.20164149605714e-285,0.166076734235235,0.112,0.012,1.23496917427412e-280
NT5C3B,3.74014359074365e-285,0.425675322774942,0.475,0.259,1.44268558725755e-280
NLRC5,4.05113017742187e-285,0.220116915184201,0.164,0.032,1.56264244333694e-280
SCAND1,5.71301923721646e-285,0.431185585371356,0.708,0.505,2.2036829103715e-280
RGS3,1.81301240715522e-284,-0.826953002,0.276,0.55,6.99333275811985e-280
UBE2M,2.31379090674299e-284,0.444784484127889,0.634,0.431,8.92498566457975e-280
FKBP7,4.87491369777712e-284,-0.726426514,0.386,0.616,1.88040046064357e-279
SNHG29,5.80000023110336e-284,-0.912317822,0.144,0.429,2.2372340891435e-279
CCT7,6.39641244228365e-284,0.492490637776961,0.621,0.444,2.46728817136207e-279
RAC3,1.61715839503655e-283,-0.504319026,0.077,0.339,6.23786507717449e-279
SLC7A8,6.62708909932976e-283,-0.421453673,0.032,0.278,2.55626707828447e-278
LINC02802,1.03137748696449e-282,-0.35676061,0.07,0.337,3.97833238046812e-278
ARMH4,2.90028622900705e-282,-0.379791548,0.068,0.329,1.11872740711489e-277
ADCY6,5.54576540338984e-282,0.352946344290905,0.278,0.095,2.13916808904956e-277
SLC25A37,7.96877341652965e-282,0.60392647125095,0.465,0.247,3.07379496995798e-277
OSBPL5,8.18801328618516e-282,0.303492634449876,0.288,0.101,3.1583623648802e-277
ACTN4,9.6859222190356e-282,0.685749568389824,0.756,0.584,3.7361507775486e-277
FLOT1,1.19695265209881e-281,0.480863146394093,0.628,0.442,4.61700546494075e-277
MUC20-OT1,1.26195307359079e-281,0.205343670503266,0.253,0.072,4.86773159076176e-277
NDRG1,1.47438894756611e-281,0.793364388114743,0.523,0.327,5.68716048744674e-277
RSU1,3.351175828264e-280,0.482210865306515,0.621,0.438,1.29264905223627e-275
PTPRD,3.34920009963421e-279,-0.414352229,0.029,0.269,1.2918869544319e-274
DSG2,7.25144756529963e-279,-0.449188528,0.03,0.27,2.79710086936303e-274
ITPR1,1.11457853742217e-278,0.256505325762218,0.207,0.053,4.29926379239854e-274
TANC2,1.17962862288866e-278,-0.414206925,0.101,0.371,4.55018148706845e-274
KCNE4,1.70216176886484e-278,0.521383725319281,0.553,0.313,6.56574859104234e-274
RARRES2,3.8578045140547e-278,-1.09063749,0.733,0.786,1.48807093520632e-273
KAZN,4.55650176042757e-278,0.277479240373276,0.229,0.065,1.75757942404973e-273
ATP6V0C,7.12767566709817e-278,-0.520807961,0.125,0.409,2.74935833506978e-273
MRPL34,1.09803684876004e-277,0.429291410738976,0.622,0.428,4.23545753672212e-273
BLOC1S1,1.5366831429865e-277,0.557321733639762,0.728,0.549,5.92744788744182e-273
LRRFIP1,1.54554731236886e-277,0.636994323326081,0.676,0.503,5.96163964800039e-273
MICOS10,1.10090779116633e-276,-0.675396276,0.138,0.422,4.24653162286589e-272
RPL29,2.32308376104373e-276,0.476401213738115,0.991,0.946,8.96083099147398e-272
AC009414.2,3.73759553097011e-276,0.141169102851524,0.1,0.009,1.4417027241611e-271
A4GALT,5.44651144920863e-276,0.431774355073096,0.408,0.194,2.10088286130324e-271
RAMMET,6.33980462073297e-276,0.135041195472275,0.224,0.058,2.44545283635533e-271
SIPA1,2.4262686399641e-275,0.310549118983628,0.301,0.111,9.35884602493353e-271
CCN5,2.68663495533006e-275,-1.524904431,0.044,0.292,1.03631570131946e-270
S1PR3,5.26891978243063e-275,0.421462287399923,0.259,0.087,2.03238042767697e-270
ADI1,9.62529309916021e-275,0.481853068173662,0.61,0.408,3.71276430713907e-270
ARRDC2,4.16017229493983e-274,0.222321827199804,0.177,0.039,1.60470325932714e-269
CYTH3,4.31383711545599e-274,0.401320126716128,0.347,0.148,1.66397639054484e-269
HIST1H4C,4.66185423101415e-274,0.881725201281534,0.497,0.263,1.79821703252909e-269
HGF,1.16384690961213e-273,0.201004457282288,0.134,0.02,4.48930668444687e-269
SBNO2,1.84875811619457e-273,0.380845600364538,0.31,0.119,7.1312146815973e-269
PDLIM2,3.18031163164883e-273,-0.668867229,0.666,0.778,1.2267416056759e-268
PERP,3.40839048040097e-273,-0.554017726,0.174,0.46,1.31471846000507e-268
CTNNA1,7.1113356643897e-273,0.499544028440459,0.664,0.488,2.74305550582504e-268
MICOS13,9.19789384128329e-273,-0.494227006,0.123,0.409,3.5479035913982e-268
IL6,9.71856589134019e-273,0.824782105667122,0.16,0.031,3.74874242126665e-268
ZDHHC14,2.48093472010942e-272,0.155061885364149,0.105,0.011,9.56970949587808e-268
AGAP1,3.72240297235803e-272,0.398821203316844,0.335,0.14,1.43584249852766e-267
RPLP2,3.73984766874168e-272,-0.328451607,0.985,0.98,1.44257144126373e-267
CADM1,5.23704038768668e-272,-0.638920694,0.129,0.406,2.02008358874238e-267
SORBS3,6.4932107922116e-272,0.538048714024614,0.627,0.446,2.50462619887978e-267
PLXND1,7.68350718273195e-272,0.441158454877548,0.451,0.243,2.9637592255952e-267
ARID5B,2.93949649554923e-271,0.684393019315444,0.792,0.6,1.1338519832282e-266
MT-ND4L,1.04148700773159e-270,0.75967803320691,0.787,0.593,4.01732783492305e-266
LIN7A,1.35458741398825e-270,0.210653895095444,0.18,0.041,5.22505003197689e-266
CLEC3B,2.30666945096044e-270,0.168139841525901,0.106,0.011,8.89751607318971e-266
DLG3,2.4686091650751e-270,0.176795228007816,0.145,0.025,9.52216613244417e-266
SORBS1,2.50251782745746e-270,0.354820226560445,0.22,0.063,9.65296201585166e-266
ANTXR1,4.75308444789427e-269,-0.806831304,0.448,0.65,1.83340726408626e-264
EIF3H,5.86473346879908e-269,0.489884373848013,0.722,0.548,2.26220364091987e-264
MYDGF,7.26209129645591e-269,-0.720013637,0.726,0.804,2.80120647578194e-264
UCHL1,1.05234449705303e-268,-0.549579787,0.129,0.397,4.05920842848265e-264
CYSTM1,1.79831774187548e-268,0.485422468471574,0.671,0.479,6.9366510257363e-264
TRIM28,2.57596322300935e-268,0.508491185899288,0.535,0.34,9.93626294011398e-264
TPM1,1.56203930318846e-266,0.649990954240429,0.935,0.824,6.02525420418885e-262
NR4A3,3.56619345275874e-265,0.296204669652284,0.18,0.041,1.37558780053263e-260
JTB,4.89159533494789e-265,-0.685485581,0.72,0.769,1.88683506854945e-260
EMID1,5.01428919765242e-265,-0.711997673,0.108,0.368,1.93416177221047e-260
SSBP4,6.8356840176614e-265,0.391299958799139,0.537,0.322,2.63672839613253e-260
TOMM6,7.7000141282779e-265,-0.364628504,0.108,0.388,2.97012644970063e-260
ZNF469,9.03439377865106e-265,-0.528732468,0.185,0.453,3.48483671223907e-260
MYADM,4.42729914363472e-264,0.508831239819734,0.699,0.512,1.70774209867422e-259
CMTM3,7.1643738495634e-264,-0.648332211,0.272,0.541,2.76351392499209e-259
SSFA2,8.56338966019807e-264,0.134716371969476,0.165,0.033,3.3031562936282e-259
TXNDC5,1.73715346140893e-263,-0.450977434,0.137,0.409,6.70072204669268e-259
ACVRL1,2.40059623853583e-263,0.373701581251484,0.332,0.141,9.25981987090427e-259
CSRP2,5.41528231034474e-263,-0.910017043,0.591,0.729,2.08883684556928e-258
ASAP1,1.26091683572595e-262,0.472635256104763,0.611,0.424,4.86373451044572e-258
TUBA1B,1.46526102905709e-262,0.844596067203869,0.904,0.768,5.65195136738191e-258
PAXX,1.72548197930853e-262,0.425447619019345,0.455,0.249,6.65570163878679e-258
YWHAH,3.1398998365828e-262,0.474253009941395,0.651,0.457,1.21115356396508e-257
