genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
MPP5,4.44323790303475e-38,-0.099911492,0.096,0.175,1.71389015633759e-33
CTBP2,4.71068204725585e-38,0.158435397424443,0.36,0.295,1.817051386088e-33
SLC12A4,4.74316673013503e-38,0.150231833493886,0.293,0.225,1.82958170281498e-33
CCNH,4.99875851402807e-38,0.121546992997715,0.266,0.197,1.92817112161605e-33
AGPAT3,5.10487646796783e-38,0.0962627614668237,0.166,0.103,1.96910399998923e-33
USP19,5.5336283580759e-38,0.0997511159008838,0.122,0.069,2.13448646656062e-33
PAPSS1,5.54338249575108e-38,-0.19914218,0.258,0.365,2.13824893008606e-33
MBNL2,5.58618846918866e-38,-0.237508178,0.371,0.488,2.15476047822014e-33
LPCAT1,5.68339496010827e-38,0.136244474613113,0.213,0.147,2.19225593796256e-33
AHI1,6.01046873826661e-38,0.202993082587127,0.402,0.34,2.31841810641158e-33
SNRNP48,6.50865608530022e-38,0.111370621522384,0.158,0.099,2.51058391178286e-33
ARHGEF1,6.596428897202e-38,0.130583334061384,0.27,0.203,2.54444051851773e-33
FOPNL,7.85608415244788e-38,0.0713385070124856,0.161,0.099,3.03032734012372e-33
CPSF3,8.36017994415833e-38,0.100831533827725,0.179,0.117,3.22477220986019e-33
ELK4,8.64314314733366e-38,0.139708185035126,0.274,0.206,3.33391960622101e-33
SLTM,8.78695978941467e-38,0.114199845708142,0.474,0.415,3.38939399957092e-33
ERAL1,8.83589413480724e-38,0.106441527103152,0.188,0.124,3.4082694446192e-33
TYW3,9.17996734254962e-38,0.107670400556233,0.297,0.229,3.54098880304167e-33
SDHAF3,9.19050216129075e-38,0.119672782030484,0.242,0.174,3.54505239867468e-33
RPUSD4,9.32940355421316e-38,0.0896720550508037,0.12,0.068,3.59863083296664e-33
POGLUT1,9.35274135598923e-38,0.0971572071986201,0.195,0.132,3.60763292324573e-33
SREBF2,9.40690476933614e-38,0.117088534336336,0.168,0.107,3.62852537667603e-33
TRMT13,9.42875445514139e-38,0.10580990609249,0.128,0.074,3.63695345598169e-33
BOLA1,1.02516473511569e-37,0.111896855153749,0.17,0.109,3.95436793276174e-33
VRK3,1.02636696047716e-37,0.0965067702554849,0.143,0.086,3.95900527664855e-33
SLC39A3,1.03095958147727e-37,0.111603401308488,0.294,0.222,3.97672039363227e-33
GAB1,1.07001839110692e-37,-0.085885102,0.073,0.146,4.12738194001673e-33
GAL3ST4,1.09797062843299e-37,-0.049938771,0.067,0.136,4.23520210505458e-33
FAM20A,1.13046767466571e-37,0.135759562785751,0.132,0.077,4.36055296148804e-33
MCEE,1.18223655049756e-37,-0.203029355,0.223,0.325,4.56024104623422e-33
SLC36A1,1.22349329075257e-37,-0.10226826,0.071,0.141,4.7193806704199e-33
ANKRD39,1.33091803084927e-37,0.102721166649464,0.214,0.148,5.1337501203949e-33
TMEM18,1.33275927272066e-37,0.127262449909854,0.375,0.311,5.1408523426654e-33
SKAP2,1.35502027468554e-37,-0.051548497,0.098,0.177,5.22671970554453e-33
UBQLN4,1.43279481573401e-37,0.104757753272316,0.132,0.077,5.52671944273078e-33
SCNM1,1.48187778770272e-37,0.166397156713187,0.259,0.193,5.71604719050571e-33
ITGA5,1.57978353990812e-37,0.384571384645869,0.447,0.415,6.09369904848761e-33
WIPI2,1.6378872918689e-37,0.133486627237911,0.362,0.297,6.31782265092592e-33
PITPNB,1.66623305796221e-37,0.125744886986951,0.424,0.363,6.42716077447763e-33
GXYLT1,1.70411273147358e-37,-0.074593935,0.078,0.151,6.57327403911306e-33
MECP2,1.81133520363693e-37,0.158625380957751,0.293,0.227,6.98686328098875e-33
GIGYF1,1.83772865227242e-37,0.137627006048701,0.183,0.12,7.0886707304104e-33
UBAC1,1.89053837627059e-37,0.0984030342439802,0.302,0.232,7.29237367878854e-33
SLC31A1,1.94832702927673e-37,-0.144577326,0.185,0.284,7.51528185002912e-33
RCC2,2.05737848727083e-37,0.112366926791649,0.275,0.205,7.93592603894976e-33
MBD4,2.09527320050805e-37,0.169435843284673,0.327,0.265,8.08209731631969e-33
EFCAB2,2.14029069894159e-37,0.0896063283631119,0.138,0.082,8.2557433130274e-33
DNPH1,2.22146750953398e-37,0.132785118425772,0.428,0.369,8.56886662452542e-33
RIDA,2.45957373049766e-37,-0.102884015,0.129,0.213,9.48731375064862e-33
CASC4,2.4938495346017e-37,-0.46975012,0.452,0.49,9.61952580981913e-33
TAF1C,2.67189698104309e-37,0.0879262644045843,0.102,0.053,1.03063082249775e-32
IKBKG,2.68932239495709e-37,0.0913854372032408,0.208,0.142,1.0373523274068e-32
MZF1,2.74450738989242e-37,0.0869733870293585,0.104,0.055,1.0586388355032e-32
EEF1AKMT2,2.82109211296551e-37,-0.159354021,0.18,0.275,1.08817986073419e-32
AC092040.1,2.87694124830284e-37,-0.217403276,0.046,0.105,1.10972254770785e-32
IKBKB,2.98517034900193e-37,0.0952570603769838,0.114,0.063,1.15146975872051e-32
GAK,3.33414141276736e-37,0.121228409732604,0.228,0.162,1.28607836714675e-32
CBWD5,3.33569915997041e-37,0.0702477428526257,0.112,0.061,1.28667923697539e-32
CCP110,3.51425404399619e-37,0.111588566516774,0.143,0.086,1.35555321239065e-32
SHISA4,3.54529769878018e-37,-0.169976577,0.232,0.333,1.36752768135048e-32
NXT1,3.70550292055789e-37,0.0755487536296792,0.385,0.319,1.42932364154679e-32
SMARCE1,3.70982847213442e-37,-0.10458074,0.274,0.385,1.43099213655641e-32
SMC3,3.81335012176409e-37,0.171149392704995,0.425,0.37,1.47092354246806e-32
CCDC57,4.04286380388562e-37,0.0838088246868072,0.1,0.052,1.5594538550728e-32
ZBTB21,4.05237766501956e-37,-0.255680794,0.155,0.244,1.563123636728e-32
DAG1,4.31705402532831e-37,0.124233216604122,0.322,0.254,1.66521724918989e-32
SPATS2,4.77127017785996e-37,-0.178934192,0.214,0.317,1.84042204570592e-32
C11orf58,4.84437217533836e-37,0.0318955478878946,0.737,0.661,1.86861967919327e-32
LZTS2,5.02598733392654e-37,0.128904643742631,0.294,0.225,1.93867409431548e-32
PSMB1,5.03857075279554e-37,0.0668107053039857,0.823,0.753,1.94352789647582e-32
FBXL7,5.35900084156037e-37,-0.104673538,0.113,0.195,2.06712739461508e-32
CLK4,5.57371383850825e-37,0.115992171237502,0.182,0.119,2.14994863892779e-32
LEF1,5.8268544054606e-37,0.18138839000179,0.126,0.074,2.24759254981832e-32
TRMT10C,6.00622451775861e-37,0.115185350139381,0.297,0.231,2.31678098323503e-32
NPC1,6.05655094129336e-37,0.111073408012984,0.152,0.094,2.33619339458509e-32
CTCF,6.17802934539679e-37,0.121266817151436,0.292,0.222,2.3830512593999e-32
PNPT1,6.32827587452786e-37,0.120707843718752,0.182,0.121,2.44100585308163e-32
MRPL37,6.41608514539058e-37,0.158206285087534,0.33,0.271,2.47487652313151e-32
VPS33A,6.6599968690516e-37,0.076117740349361,0.11,0.06,2.56896059229927e-32
RAB3IL1,6.67031557399176e-37,0.11925862014222,0.239,0.17,2.57294082635584e-32
SESN1,7.14728476904775e-37,0.11524512814244,0.142,0.085,2.75692215396479e-32
USP9X,7.17745439067911e-37,0.195823529696517,0.386,0.328,2.76855948211666e-32
KIF13A,7.40806597210529e-37,0.151605219339195,0.241,0.176,2.85751328742017e-32
KLC1,7.65653909421659e-37,0.185124268894239,0.361,0.301,2.95335682481217e-32
NADK2,7.65783350161054e-37,-0.121097772,0.092,0.167,2.95385611657623e-32
LMAN2,7.80882255066858e-37,0.0829342898418677,0.6,0.546,3.01209712246939e-32
ATP5PO,7.82057623162224e-37,0.0842607230522401,0.744,0.653,3.01663086982365e-32
SDSL,9.034089563282e-37,0.0948506111045809,0.143,0.087,3.48471936724477e-32
CALCOCO1,9.0654739869932e-37,0.163347238458042,0.253,0.188,3.49682528100289e-32
NR2C2AP,9.14856496995354e-37,0.104330099514824,0.134,0.08,3.52887596586018e-32
YRDC,1.02486278705182e-36,0.0745423248236852,0.211,0.144,3.953203228495e-32
FBXO31,1.05236080267272e-36,0.0918830788120464,0.113,0.063,4.05927132414947e-32
PNPLA4,1.11614812380441e-36,0.0923594982303294,0.156,0.098,4.30531815795074e-32
ZNF704,1.17622656088708e-36,-0.083331105,0.077,0.15,4.53705871330973e-32
DDX20,1.20013259361986e-36,0.0862528599264552,0.104,0.056,4.62927145336989e-32
WWOX,1.23129957861765e-36,0.0924131023556702,0.14,0.084,4.74949186460188e-32
NUP107,1.37531078736155e-36,0.115169213886531,0.163,0.104,5.30498630008971e-32
NSD1,1.73481012097173e-36,0.157745945463417,0.325,0.261,6.69168307962424e-32
OBSL1,1.74279653416905e-36,0.13674001865288,0.224,0.159,6.72248907125026e-32
KIF13B,1.7601163783453e-36,-0.082554821,0.086,0.16,6.78929690619134e-32
ATP11C,1.77024955012977e-36,0.153256024798101,0.209,0.146,6.82838358971555e-32
DCAF15,1.80490225589854e-36,0.0771519565108046,0.125,0.072,6.96204947167745e-32
PMM1,1.83137306255054e-36,0.141562762987158,0.365,0.305,7.06415531417621e-32
YTHDC2,1.94172090502364e-36,0.143615918423153,0.214,0.151,7.48980004694768e-32
RDH11,1.97350825747592e-36,0.165586137837733,0.363,0.304,7.61241340156187e-32
BRWD1,1.99926594935603e-36,0.170426840330585,0.278,0.213,7.71176854645102e-32
RRP8,2.03988366153917e-36,0.100133815817964,0.169,0.109,7.86844324765503e-32
DRAM2,2.06564207789396e-36,0.147176122706416,0.237,0.173,7.96780118706038e-32
NUP88,2.25658593579346e-36,0.0934414258525115,0.135,0.08,8.70432893013611e-32
PHLDB2,2.26593356557089e-36,0.240596928483058,0.443,0.388,8.74038554247658e-32
GALNT7,2.30417591391192e-36,-0.105566003,0.116,0.196,8.88789775273245e-32
SLC25A4,2.31444172296497e-36,0.211567766993038,0.185,0.127,8.92749605799278e-32
CD82,2.34438728044958e-36,0.191091964949697,0.227,0.164,9.04300505687818e-32
POLR2B,2.39167757711265e-36,0.189850533605946,0.334,0.272,9.22541791819663e-32
CRTC2,2.41570240846698e-36,0.108923110184676,0.143,0.087,9.31808890017968e-32
AP3S1,2.42736122078853e-36,-0.329902593,0.547,0.623,9.36306043694759e-32
VPS72,2.61747273121719e-36,0.133431560863103,0.263,0.198,1.00963775661241e-31
MAP3K6,2.72764106056331e-36,0.157452020451815,0.189,0.128,1.05213298629109e-31
MPND,2.84776708689454e-36,0.0603701683379056,0.1,0.052,1.09846919842783e-31
MTHFS,2.87254571924351e-36,-0.038326332,0.062,0.13,1.1080270602838e-31
ZNF688,3.01040988910813e-36,0.112169237586777,0.214,0.149,1.16120540652568e-31
ADM,3.22544171273962e-36,-0.211467391,0.144,0.23,1.24414963185505e-31
LYAR,3.27013153672326e-36,0.107517056081904,0.216,0.151,1.26138783766026e-31
NAXD,3.39646074875262e-36,0.113464656976964,0.151,0.095,1.31011680461635e-31
SNX30,3.48158264252277e-36,-0.075784861,0.047,0.107,1.34295087270031e-31
OSBPL2,3.57216582586693e-36,-0.109747176,0.132,0.219,1.37789152401165e-31
SLC25A24,3.59295724671235e-36,0.114770585890518,0.301,0.235,1.38591139877435e-31
ELOVL1,3.97142634626284e-36,0.164705280781007,0.418,0.369,1.53189828454397e-31
STK4,4.37679799743708e-36,0.145978264962411,0.242,0.179,1.6882622915514e-31
TRAF7,4.52402033765235e-36,0.160592327592159,0.3,0.236,1.74505036484264e-31
TRIAP1,4.55942231726578e-36,0.1211217972027,0.329,0.266,1.75870597043893e-31
INPP5K,4.67836732271976e-36,0.103135561458092,0.139,0.084,1.80458662739269e-31
RPLP0,4.71157386750752e-36,-0.131586056,0.984,0.934,1.81739538791367e-31
NFIX,4.72040418105666e-36,-0.284606246,0.357,0.462,1.82080150475899e-31
FADD,5.00003614011517e-36,0.0949520176709126,0.201,0.138,1.92866394032662e-31
QSOX1,5.07654626482709e-36,-0.189043466,0.332,0.439,1.95817619073175e-31
ACTR6,5.25480972130507e-36,0.0685621516348486,0.219,0.153,2.026937753799e-31
TMEM179B,5.29399512573973e-36,0.110995307387168,0.502,0.447,2.04205273985159e-31
TGFB1,5.35776281866409e-36,0.101907429275275,0.498,0.418,2.0666498520433e-31
KPNA1,5.8970418908131e-36,0.123550969191327,0.262,0.195,2.27466596854334e-31
RAPGEF2,6.1320919787733e-36,0.148684134844177,0.259,0.195,2.36533183897223e-31
ACTR1A,6.3989607814151e-36,0.157213208927519,0.428,0.378,2.46827114221525e-31
SERTAD4,6.84685721017379e-36,-0.090369759,0.079,0.152,2.64103823168033e-31
HM13,6.91967544043712e-36,0.119833048929254,0.648,0.582,2.66912640763981e-31
RANGRF,7.00747907437274e-36,0.11870856518712,0.244,0.179,2.7029949033578e-31
ZNF217,7.54817712285653e-36,0.121818867006828,0.237,0.171,2.91155836159945e-31
UBR5,8.0575836072811e-36,0.167678074834583,0.334,0.269,3.10805172483654e-31
GPX4,8.27223786001949e-36,-0.198947628,0.867,0.824,3.19085030974532e-31
MTDH,8.34305301101252e-36,-0.351658611,0.715,0.715,3.21816583793786e-31
ATP5F1A,8.53077134695449e-36,0.0524447036173514,0.699,0.622,3.29057443166076e-31
CKS2,1.0468079542711e-35,0.073234306577029,0.184,0.119,4.03785232200993e-31
CD248,1.09603637252828e-35,0.314640670715989,0.664,0.608,4.22774109975333e-31
RAB1B,1.10899489044721e-35,0.148498164938245,0.449,0.399,4.27772599092204e-31
PAPOLA,1.15573097170963e-35,0.0694636800713833,0.558,0.503,4.45800107717558e-31
PTP4A2,1.19397651084121e-35,0.0745799418434083,0.709,0.636,4.60552559526779e-31
ZZEF1,1.24663394018666e-35,0.107182928024619,0.168,0.108,4.808641097482e-31
RHOB,1.25349499466907e-35,0.210857947568723,0.443,0.375,4.83510624293702e-31
HOMER3,1.29740661252286e-35,-0.251084269,0.352,0.458,5.00448652648444e-31
SETX,1.43285938368034e-35,0.182683329365821,0.376,0.318,5.52696850067017e-31
TP53RK,1.47313159783164e-35,0.0862467962517332,0.305,0.237,5.68231051231598e-31
HIF1AN,1.4807082933908e-35,0.0917580108966686,0.13,0.077,5.71153610009633e-31
TBC1D22A,1.60017303411202e-35,0.114733961519216,0.184,0.123,6.17234744448029e-31
SAP30L,1.83650823063569e-35,0.111951278118149,0.233,0.166,7.08396319803104e-31
RBM39,1.96954637463903e-35,0.100400000287355,0.707,0.629,7.59713123089511e-31
ZNF800,2.07738623930452e-35,0.126182248085489,0.232,0.167,8.01310194086933e-31
STX10,2.18094758383749e-35,0.140375833394156,0.359,0.302,8.41256911513636e-31
VPS26A,2.18138640095241e-35,0.135325316569848,0.339,0.278,8.41426176439373e-31
YWHAZ,2.18863398070278e-35,0.0833163158681518,0.771,0.681,8.44221785376484e-31
CAMSAP2,2.20155812044342e-35,0.171364870426637,0.345,0.284,8.49207013798641e-31
OAT,2.25225527832171e-35,-0.278111807,0.511,0.585,8.68762428507032e-31
FEN1,2.31363834032317e-35,0.0983625717319016,0.113,0.064,8.92439717012857e-31
FYTTD1,2.36846559022829e-35,0.127948949178745,0.411,0.356,9.13588232118759e-31
PDHX,2.38544010046732e-35,0.104370362021961,0.159,0.101,9.20135809953259e-31
RAB11FIP5,2.56569296103903e-35,-0.11062105,0.141,0.226,9.89664745861587e-31
IRF2BP1,2.9370646149459e-35,0.101120803992389,0.146,0.089,1.13291393392308e-30
OXA1L,3.00982500479886e-35,0.188240673714913,0.354,0.295,1.16097979910107e-30
ARMCX3,3.03356495573263e-35,-0.299039246,0.474,0.564,1.17013701037475e-30
FURIN,3.21409469215404e-35,0.152814184498121,0.258,0.195,1.23977274560458e-30
NIPSNAP1,3.32103805431846e-35,-0.069686967,0.095,0.171,1.28102400869226e-30
FAM228B,3.39325768779471e-35,0.133646063576495,0.188,0.128,1.30888128791305e-30
MTMR6,3.57900744180301e-35,0.152645519279023,0.256,0.194,1.38053054052667e-30
KRI1,3.58429804995271e-35,0.0928450685378538,0.11,0.061,1.38257128680826e-30
CDK17,3.64958622542958e-35,0.126200533130358,0.184,0.124,1.40775489473495e-30
ADGRL3,3.71239919372734e-35,0.117184111434562,0.119,0.069,1.43198374099645e-30
RBM23,3.88614463028099e-35,0.111564248959883,0.244,0.178,1.49900256823829e-30
SKP1,4.0546276311179e-35,0.0226264779601926,0.887,0.829,1.56399151615111e-30
C1QTNF2,4.31269994834167e-35,-0.180877727,0.166,0.258,1.66353775107383e-30
APEX2,4.32794046862016e-35,0.0786498312679717,0.126,0.074,1.66941647696085e-30
MON1A,4.55243767938778e-35,0.0675695254505303,0.106,0.058,1.75601178607025e-30
ARFRP1,4.67700387470423e-35,0.131430622445845,0.368,0.31,1.80406070458966e-30
UGDH,4.71592691551623e-35,-0.267188717,0.365,0.468,1.81907448912207e-30
TMEM237,5.20718198074476e-35,-0.108534136,0.163,0.252,2.00856630543267e-30
C16orf87,5.33901763770795e-35,-0.169821053,0.164,0.253,2.05941927339309e-30
METTL21A,5.46717016650613e-35,-0.095340211,0.108,0.187,2.10885154832641e-30
COG5,5.5596164049197e-35,-0.079677787,0.125,0.209,2.14451083586967e-30
RTN3,5.79318321263677e-35,0.116650057999076,0.423,0.366,2.23460456061038e-30
PJA2,6.51387151505109e-35,0.0873023432391508,0.575,0.519,2.51259565950066e-30
PNPLA8,6.58768117153238e-35,0.109152278414959,0.319,0.254,2.54106625829519e-30
CREB1,6.63528527111853e-35,0.148611939599996,0.323,0.259,2.55942858762855e-30
TTC4,6.65310130829606e-35,-0.030949055,0.042,0.1,2.56630076764904e-30
HOTAIRM1,7.40507242823621e-35,-0.088289116,0.106,0.183,2.85635858774355e-30
GRB2,8.25167434804035e-35,0.129260045796691,0.384,0.326,3.1829183462696e-30
GALM,8.30441461135591e-35,-0.074743705,0.062,0.126,3.20326184803832e-30
LARP4,8.49733460061073e-35,0.148221464693021,0.276,0.214,3.27767687549358e-30
KTI12,9.82045906973465e-35,0.100033796222131,0.156,0.099,3.78804567696875e-30
USP24,1.06938503770518e-34,0.0891351013049251,0.14,0.085,4.1249389059402e-30
SAMM50,1.15273824910714e-34,0.114149116800939,0.326,0.265,4.44645724828097e-30
NAPG,1.15750803253943e-34,0.10046478032941,0.311,0.249,4.46485573391434e-30
METTL23,1.19009802268559e-34,0.0993894354856649,0.35,0.287,4.59056510290513e-30
MIR4458HG,1.19517637293822e-34,0.128423536302185,0.197,0.137,4.61015382333461e-30
KIAA1109,1.1982040429073e-34,0.169376771479201,0.273,0.21,4.62183245470634e-30
PGRMC1,1.19842738760208e-34,-0.37144291,0.549,0.619,4.6226939621975e-30
TRAPPC2B,1.22977422835973e-34,0.0690860999016369,0.254,0.187,4.74360813105197e-30
FBXO3,1.2582882216938e-34,0.14475833550687,0.252,0.189,4.85359515753948e-30
BZW2,1.42273559999308e-34,-0.203148187,0.293,0.399,5.4879180298533e-30
CACNB3,1.51256331812766e-34,0.0891824475168083,0.14,0.086,5.83441048701381e-30
SMARCD2,1.51832470104864e-34,0.128195679296587,0.258,0.192,5.85663386935491e-30
GABBR1,1.70159957197842e-34,0.140073651997791,0.191,0.13,6.56358002899238e-30
LRRC14,1.90151866712129e-34,0.0707747612417867,0.104,0.057,7.33472795468697e-30
YIPF1,2.29049273443034e-34,0.0936569522655532,0.147,0.091,8.83511762451816e-30
CEP104,2.33162439552393e-34,0.0941318216972889,0.155,0.098,8.99377478085445e-30
EID1,2.36223553859049e-34,-0.216557814,0.908,0.858,9.11185114300509e-30
REEP5,2.43211248982731e-34,0.044930603561899,0.722,0.653,9.38138750701089e-30
SNAPC5,2.48476070440982e-34,0.115406186747651,0.254,0.189,9.58446746511999e-30
UNC93B1,2.53171668102298e-34,0.0951047356734449,0.144,0.088,9.76559075370993e-30
TNRC6C,2.67373924766696e-34,0.114675861303519,0.164,0.106,1.03134144000258e-29
SUGT1,2.80268623239248e-34,0.10411791090944,0.459,0.407,1.08108016042075e-29
VPS4B,2.8341019301559e-34,0.137798300767059,0.349,0.29,1.09319813751904e-29
COQ4,3.09944105006549e-34,0.151973603123248,0.343,0.285,1.19554739624176e-29
GPKOW,3.14905316443819e-34,0.0809327956448276,0.15,0.094,1.21468427711874e-29
FZD7,3.22768039680247e-34,-0.073283482,0.102,0.18,1.24501315945862e-29
HDGFL2,3.40505557726786e-34,0.101060076327753,0.282,0.216,1.31343208781953e-29
GALK2,3.48419943329875e-34,0.0959288261165444,0.153,0.097,1.34396024740633e-29
ROBO1,3.83189723552173e-34,-0.208173705,0.277,0.384,1.4780777206578e-29
CHST14,4.59293451730018e-34,-0.123939902,0.156,0.243,1.7716326313582e-29
SCYL2,4.59587597710541e-34,0.120020611605468,0.219,0.157,1.77276724064887e-29
ALCAM,4.62736817930303e-34,0.111014491460411,0.119,0.069,1.78491472780256e-29
BMP1,4.7162834090627e-34,-0.273717628,0.54,0.609,1.81921199937776e-29
SRM,5.0127097336959e-34,0.10551634577377,0.657,0.594,1.93355252557852e-29
NSUN6,5.18715258685994e-34,0.077831481000172,0.115,0.066,2.00084036732948e-29
TTC14,5.36767726513969e-34,0.183853550388548,0.285,0.224,2.07047415148233e-29
SLC17A5,5.36888542038354e-34,-0.131302563,0.166,0.255,2.07094017320454e-29
USP46,5.59571821226884e-34,-0.12390088,0.097,0.172,2.15843638601846e-29
TRIM7,5.65951965665117e-34,0.0717436514670398,0.103,0.056,2.18304651716005e-29
KAT8,6.33839365992635e-34,0.122868157152031,0.223,0.161,2.44490858644339e-29
OTUD6B-AS1,6.48873258255135e-34,0.108532035453179,0.327,0.265,2.50289881906753e-29
NSMF,6.57135310665907e-34,0.125392293108647,0.192,0.132,2.5347680338316e-29
SMC5,7.445375783672e-34,0.190101922285051,0.367,0.311,2.8719048010358e-29
CA12,7.68798443905985e-34,0.254007565768321,0.193,0.135,2.96548623767856e-29
KLF10,8.30488933702234e-34,-0.267884354,0.4,0.489,3.20344496396963e-29
SGCB,8.47715318439447e-34,0.0993042805709248,0.455,0.405,3.26989229781648e-29
FBRS,8.69820337788193e-34,0.114684962020612,0.218,0.156,3.3551579889504e-29
NUDT4,9.29996912102317e-34,0.106195845616196,0.37,0.299,3.58727708905227e-29
PLAU,9.74582082955667e-34,0.253159688026842,0.443,0.369,3.75925546858489e-29
HIRIP3,9.79164318881385e-34,0.0848981157328228,0.138,0.084,3.77693052722116e-29
INO80,9.89014541065088e-34,0.102314363692378,0.193,0.132,3.81492578925036e-29
NR1D2,9.99726757568639e-34,0.175718208639504,0.324,0.261,3.85624602196951e-29
CFDP1,1.05382288668074e-33,-0.285387682,0.445,0.543,4.06491102079361e-29
ZC2HC1A,1.06149103449183e-33,-0.122894984,0.151,0.237,4.09448936734533e-29
CIRBP,1.06856874535054e-33,-0.264483992,0.823,0.777,4.12179022144063e-29
MACO1,1.11329686987178e-33,-0.132257487,0.215,0.313,4.29432001615643e-29
GNPAT,1.25550026266312e-33,0.144058280132385,0.239,0.178,4.84284116317045e-29
NDUFA3,1.25587990789431e-33,0.0959014787322567,0.594,0.544,4.84430556872073e-29
COX17,1.34481871368465e-33,0.012095350520025,0.567,0.504,5.18736922429578e-29
MTURN,1.35906431638026e-33,0.120990279289016,0.276,0.21,5.24231878757356e-29
MOAP1,1.37255344364851e-33,0.0745629471370773,0.132,0.08,5.29435039818539e-29
HUWE1,1.45016910120739e-33,0.142406119746274,0.375,0.317,5.59373727408726e-29
LINC01615,1.49360492130259e-33,0.0946927403365319,0.307,0.235,5.7612822629405e-29
DOK6,1.57542770525502e-33,-0.063997694,0.044,0.1,6.07689728748018e-29
CMTM6,1.62381321790658e-33,0.127659426419838,0.468,0.418,6.26353472543104e-29
ARL16,1.69824395054377e-33,0.114797046843998,0.386,0.331,6.55063639043247e-29
MRPL46,1.75268236300879e-33,0.095375080111365,0.186,0.127,6.76062167883381e-29
SMAD3,1.83954492713867e-33,0.117063014318277,0.202,0.14,7.095676647452e-29
JPT2,1.93348866786553e-33,0.105895691522735,0.153,0.098,7.4580458385577e-29
TATDN1,2.23666552560154e-33,0.107258093101816,0.303,0.239,8.62748993190283e-29
UTP14A,2.33564308874912e-33,0.0924864938958637,0.154,0.099,9.00927608623198e-29
INTS13,2.42914191932703e-33,0.0830480152474934,0.13,0.078,9.36992912542014e-29
PTH1R,2.44053551759425e-33,-0.078620734,0.072,0.138,9.41387765201631e-29
METAP1,2.45568446026702e-33,0.0994134302054387,0.181,0.121,9.47231166858798e-29
COX6A1,2.56621297627563e-33,0.0568244974738139,0.863,0.765,9.898653313388e-29
UBE2S,2.58462473911589e-33,0.146516741774467,0.475,0.41,9.96967300619173e-29
ARFGAP2,2.61030727146816e-33,0.150144802284298,0.264,0.204,1.00687382382341e-28
SUMO1,2.70033522198572e-33,0.0208912535533206,0.672,0.607,1.04160030517655e-28
CCS,2.82554638263687e-33,0.12424155335101,0.439,0.386,1.08989800617452e-28
ENTPD4,2.91301814428068e-33,0.130150949398578,0.242,0.179,1.12363848879339e-28
INO80E,2.92654568169123e-33,0.121856556783367,0.246,0.184,1.12885646579876e-28
NUP85,3.08057708202672e-33,0.112497097556655,0.159,0.103,1.18827099785017e-28
PHIP,3.08693794948026e-33,0.219491506123662,0.337,0.279,1.19072457525302e-28
PLD3,3.29444877891065e-33,-0.30474635,0.56,0.608,1.27076772748921e-28
PLA2R1,3.4970751950777e-33,-0.058669459,0.099,0.175,1.34892681499732e-28
MBD3,3.512068161277e-33,0.156177666523587,0.341,0.283,1.35471005184938e-28
GOT1,3.75383925952501e-33,0.0919759656104728,0.175,0.117,1.44796841757658e-28
MANBAL,4.325265179881e-33,0.157141026565428,0.371,0.318,1.6683845378355e-28
EPN1,4.41105649223865e-33,0.119358285096733,0.413,0.361,1.70147682075122e-28
ZNF791,4.64383932245673e-33,0.143824218272402,0.233,0.171,1.79126814185124e-28
ANKRD54,4.77609404456164e-33,0.0754566461757236,0.155,0.099,1.84228275580876e-28
MRPL41,5.44570825995521e-33,-0.013170022,0.694,0.624,2.10057304711252e-28
PRDM5,5.60954919511226e-33,-0.069050989,0.046,0.102,2.16377141103065e-28
ARRDC1,6.06872010253738e-33,0.0867050455093481,0.122,0.072,2.34088740515174e-28
LANCL1,6.19265477726425e-33,0.131303222866863,0.191,0.133,2.38869272723414e-28
RILP,6.72432222009374e-33,0.0914628114960789,0.129,0.078,2.59377280995676e-28
CCDC102A,6.80336114418364e-33,0.0852831814188682,0.177,0.118,2.62426049414596e-28
DGLUCY,7.63134740519654e-33,0.0921764913646208,0.144,0.09,2.94363963460646e-28
HERC1,7.63267718509968e-33,0.163821009820746,0.268,0.208,2.9441525706085e-28
PPP1CC,8.03567544736322e-33,0.111459151965083,0.501,0.454,3.09960109031141e-28
ZNF75A,8.03753071580108e-33,0.0979903305926375,0.119,0.07,3.10031672300595e-28
AAK1,8.22707896913181e-33,0.136132199626057,0.467,0.413,3.17343117076321e-28
TSPAN31,8.43401324626512e-33,0.156461618716564,0.296,0.237,3.25325192948184e-28
NHS,8.84908174378731e-33,0.11750540249736,0.129,0.079,3.41335630103108e-28
EVI5,8.85229027143818e-33,0.14084387530398,0.328,0.269,3.41459392640185e-28
RICTOR,8.89350789037264e-33,0.164471469449104,0.243,0.183,3.43049279855344e-28
LSM14A,9.01921401963008e-33,0.134794704872745,0.411,0.358,3.47898142379191e-28
LPIN1,9.41528989918636e-33,0.147002017033231,0.184,0.127,3.63175977281315e-28
SEC61A1,9.62748307685108e-33,-0.28671517,0.527,0.596,3.71360904723377e-28
EIF1,9.83876259288138e-33,0.125486671618662,0.983,0.939,3.79510589495214e-28
TMEM159,1.00113280494547e-32,-0.157583308,0.182,0.274,3.86166956851615e-28
EVL,1.04995889771186e-32,-0.230964656,0.398,0.498,4.05000645614394e-28
DYNC1LI2,1.05323448161057e-32,0.0932280996818952,0.579,0.518,4.06264136591644e-28
