,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
Tanc21,4.6353344062718e-43,0.91462490811496,0.349,0.108,9.23404967073404e-39,Schwann_Cell,Tanc2
Magi23,4.97935989576003e-43,0.880115209668833,0.26,0.064,9.91938284834356e-39,Schwann_Cell,Magi2
Grb141,5.00473330413504e-43,0.776430902903919,0.249,0.058,9.9699292151674e-39,Schwann_Cell,Grb14
Hs2st13,5.21798740238166e-43,1.28239837146631,0.491,0.219,1.03947527042845e-38,Schwann_Cell,Hs2st1
Phgdh1,8.04011748273322e-43,0.983349189741841,0.327,0.097,1.60167180373529e-38,Schwann_Cell,Phgdh
Plekha12,1.34990983957166e-42,1.11931405394323,0.427,0.163,2.6891553914107e-38,Schwann_Cell,Plekha1
Tmem117,6.37810042526181e-42,0.316936658294742,0.1,0.011,1.27058138571641e-37,Schwann_Cell,Tmem117
Hspg23,4.0552762888967e-41,1.25132904592313,0.548,0.263,8.07851589511113e-37,Schwann_Cell,Hspg2
Tcim3,6.04164175159605e-41,1.02102168426403,0.367,0.118,1.20355545333545e-36,Schwann_Cell,Tcim
Osbpl1a3,6.2560484186817e-41,1.12982449880365,0.388,0.142,1.24626740548558e-36,Schwann_Cell,Osbpl1a
Tnik3,1.22448840382157e-40,0.721053812084591,0.285,0.077,2.43930334925295e-36,Schwann_Cell,Tnik
Slc44a12,1.32952618451635e-40,1.1585780498618,0.537,0.271,2.64854911217501e-36,Schwann_Cell,Slc44a1
Zfp4622,2.19265701700659e-40,0.791143054263039,0.238,0.057,4.36799204357883e-36,Schwann_Cell,Zfp462
mt-Nd23,2.49878195693421e-40,0.589076182736395,0.968,0.839,4.97782353640865e-36,Schwann_Cell,mt-Nd2
Plxnb12,5.0888038549404e-40,0.661903157418651,0.181,0.035,1.01374061594268e-35,Schwann_Cell,Plxnb1
Jam32,9.80165644416077e-40,1.06260566460633,0.338,0.111,1.95258798024127e-35,Schwann_Cell,Jam3
Prrg31,1.13966784742633e-39,0.692968705195907,0.171,0.032,2.27033231885799e-35,Schwann_Cell,Prrg3
Svip,1.55138143880542e-39,0.437588229190327,0.121,0.016,3.09050696424429e-35,Schwann_Cell,Svip
Insc1,1.8213023425141e-39,0.33119732957822,0.107,0.013,3.62821639652233e-35,Schwann_Cell,Insc
Chadl,2.69391046230475e-39,0.415704906423266,0.142,0.022,5.3665390319573e-35,Schwann_Cell,Chadl
Tjp12,2.92198107735323e-39,1.1386531485357,0.52,0.242,5.82087850419538e-35,Schwann_Cell,Tjp1
Txndc162,4.40476782884316e-39,0.842685554168136,0.292,0.085,8.77473799183846e-35,Schwann_Cell,Txndc16
Crlf11,4.6959778870525e-39,0.523524594937077,0.132,0.019,9.35485754879729e-35,Schwann_Cell,Crlf1
Wscd2,5.81932633717197e-39,0.429917526718771,0.103,0.012,1.15926799962803e-34,Schwann_Cell,Wscd2
Abca2,1.85360656587721e-38,0.74151085419382,0.214,0.049,3.69256963988399e-34,Schwann_Cell,Abca2
Slc35f1,4.672792290765e-38,0.30562705666977,0.1,0.012,9.30866952243297e-34,Schwann_Cell,Slc35f1
Ldlrad31,6.73444663763229e-38,0.544555706094428,0.224,0.053,1.34156911468273e-33,Schwann_Cell,Ldlrad3
Npr3,7.40005056776362e-38,0.527083468397502,0.128,0.019,1.47416407360419e-33,Schwann_Cell,Npr3
Pla2g163,1.40741026872097e-37,1.11539823319794,0.381,0.141,2.80370199631905e-33,Schwann_Cell,Pla2g16
Tsc22d41,1.4859379206709e-37,1.39996291839579,0.637,0.401,2.96013693176849e-33,Schwann_Cell,Tsc22d4
Nek11,1.63460784628153e-37,0.915217017596641,0.253,0.068,3.25630229057743e-33,Schwann_Cell,Nek1
mt-Nd44,2.41232632170593e-37,0.416891334483858,0.972,0.872,4.80559526547038e-33,Schwann_Cell,mt-Nd4
Pax3,4.64768908451115e-37,0.573912054441885,0.199,0.042,9.25866142525467e-33,Schwann_Cell,Pax3
Clmn1,5.77481108704347e-37,0.686811993454434,0.16,0.029,1.15040011664993e-32,Schwann_Cell,Clmn
Lrrc8b,5.79688090872619e-37,0.591451448697171,0.199,0.044,1.15479664582735e-32,Schwann_Cell,Lrrc8b
Tmed102,6.69738866713536e-37,1.23830182568328,0.715,0.556,1.33418679638004e-32,Schwann_Cell,Tmed10
Mertk2,7.22820036439894e-37,0.916749734033404,0.295,0.09,1.43992979459191e-32,Schwann_Cell,Mertk
Gprc5b3,1.1075185598037e-36,0.745991865633758,0.246,0.064,2.20628772298495e-32,Schwann_Cell,Gprc5b
Arhgap242,1.1715924725768e-36,0.956692977200261,0.335,0.113,2.33392936462024e-32,Schwann_Cell,Arhgap24
Epb41l23,4.57020695727575e-36,1.22049253695923,0.662,0.419,9.10430927958901e-32,Schwann_Cell,Epb41l2
Gas72,6.62843072538515e-36,1.20138998586003,0.427,0.18,1.32044968480398e-31,Schwann_Cell,Gas7
Fmnl21,1.05822572103115e-35,1.07362405507072,0.488,0.228,2.10809145886615e-31,Schwann_Cell,Fmnl2
Cep85l2,1.76470537533078e-35,1.16395430187997,0.37,0.141,3.51546957819645e-31,Schwann_Cell,Cep85l
Gypc1,1.92596869803177e-35,0.676543437578919,0.199,0.046,3.83672224334909e-31,Schwann_Cell,Gypc
Tm7sf32,2.734740617233e-35,0.9390554265212,0.423,0.18,5.44787678358986e-31,Schwann_Cell,Tm7sf3
Hid1,3.85152442573972e-35,0.347371429117859,0.103,0.014,7.67262180851609e-31,Schwann_Cell,Hid1
Chrdl1,4.13270448279529e-35,0.380778768141438,0.1,0.013,8.23276060017649e-31,Schwann_Cell,Chrdl1
Fzd31,6.64550385256622e-35,0.860596630905442,0.267,0.078,1.32385082246972e-30,Schwann_Cell,Fzd3
Sema6d2,7.65042092113524e-35,0.910478011555122,0.292,0.09,1.52404035169935e-30,Schwann_Cell,Sema6d
Sox61,1.42916495944309e-34,0.399470278632529,0.128,0.02,2.84703951570658e-30,Schwann_Cell,Sox6
Crip24,2.16948416071962e-34,0.941023960757952,0.598,0.317,4.32182939656955e-30,Schwann_Cell,Crip2
Sh3d192,6.74352568691118e-34,0.965303542846078,0.367,0.14,1.34337775208958e-29,Schwann_Cell,Sh3d19
mt-Atp62,1.5841693758418e-33,0.166343710326849,0.993,0.942,3.15582381361444e-29,Schwann_Cell,mt-Atp6
Klf93,1.67667881143181e-33,1.15941578663724,0.747,0.514,3.3401118602533e-29,Schwann_Cell,Klf9
Shtn12,4.4619872178638e-33,0.785680533092141,0.246,0.069,8.88872473670647e-29,Schwann_Cell,Shtn1
Sh3gl31,8.76453472912306e-33,0.447201511135079,0.132,0.023,1.74598296338861e-28,Schwann_Cell,Sh3gl3
Hspb22,1.03513689224897e-32,0.628066404920532,0.238,0.065,2.06209620304918e-28,Schwann_Cell,Hspb2
Lpar11,1.24653299312922e-32,1.00278520566018,0.42,0.176,2.48321837561271e-28,Schwann_Cell,Lpar1
Adamts201,1.32774710184856e-32,0.522603656902915,0.167,0.035,2.64500500159252e-28,Schwann_Cell,Adamts20
Galnt162,1.73887304956395e-32,0.678542870237927,0.206,0.052,3.46400900203635e-28,Schwann_Cell,Galnt16
Ptms3,2.44493738635185e-32,0.93522080800376,0.822,0.653,4.87055976735152e-28,Schwann_Cell,Ptms
Mt13,4.18122195186123e-32,1.02591334083205,0.915,0.737,8.32941225030276e-28,Schwann_Cell,Mt1
mt-Nd12,5.59952844791505e-32,0.271983123166524,0.968,0.852,1.11548206210916e-27,Schwann_Cell,mt-Nd1
Epb41l4b1,8.72476443421814e-32,0.518099445503921,0.171,0.037,1.7380603229406e-27,Schwann_Cell,Epb41l4b
C4b1,1.26112344400076e-31,1.08398973401632,0.295,0.095,2.51228401279392e-27,Schwann_Cell,C4b
mt-Nd4l3,2.40848987919943e-31,0.657470001102102,0.875,0.682,4.79795268835319e-27,Schwann_Cell,mt-Nd4l
mt-Nd33,1.01575770732952e-30,0.534640331217092,0.893,0.715,2.02349092877114e-26,Schwann_Cell,mt-Nd3
L1cam,1.32957038079182e-30,0.567398326929199,0.149,0.03,2.64863715557537e-26,Schwann_Cell,L1cam
Cav22,1.44300943858502e-30,0.872559361493189,0.377,0.155,2.87461910260521e-26,Schwann_Cell,Cav2
Pdzd22,1.62911265065998e-30,0.79837395487258,0.317,0.112,3.24535531137975e-26,Schwann_Cell,Pdzd2
Mthfd2l3,1.68891305198557e-30,0.75879901809343,0.288,0.098,3.36448369086046e-26,Schwann_Cell,Mthfd2l
Dynll13,2.12684715262293e-30,0.925908835829922,0.868,0.709,4.23689221274014e-26,Schwann_Cell,Dynll1
Calm22,2.76428838420255e-30,0.966426858128529,0.829,0.755,5.50673889016991e-26,Schwann_Cell,Calm2
Uaca1,2.9792970596228e-30,0.885056091141236,0.37,0.146,5.93505767247458e-26,Schwann_Cell,Uaca
Myo18a3,4.0954353052778e-30,0.85520262549546,0.356,0.139,8.15851667164391e-26,Schwann_Cell,Myo18a
Cd1512,4.55729488607559e-30,0.744112774119927,0.395,0.165,9.07858714255118e-26,Schwann_Cell,Cd151
Syne23,6.55649703051501e-30,0.982432071477945,0.548,0.287,1.30611977344889e-25,Schwann_Cell,Syne2
Pea15a2,6.80767479604219e-30,0.953207171024805,0.409,0.185,1.35615689611957e-25,Schwann_Cell,Pea15a
Hist3h2ba,7.92412808804991e-30,0.501382522633112,0.1,0.015,1.57856555642042e-25,Schwann_Cell,Hist3h2ba
Kras,1.39124253607098e-29,1.25239897077998,0.637,0.431,2.77149425610699e-25,Schwann_Cell,Kras
Hsd17b112,1.58857278160479e-29,0.923217360043893,0.391,0.172,3.16459583823491e-25,Schwann_Cell,Hsd17b11
Fbxo71,1.82135366734309e-29,0.60388420588099,0.228,0.065,3.62831864071417e-25,Schwann_Cell,Fbxo7
Tesk2,2.02468357758702e-29,0.316531747459415,0.107,0.017,4.03337215491111e-25,Schwann_Cell,Tesk2
Cadm31,2.37223811375215e-29,0.70812883097517,0.267,0.085,4.72573554640565e-25,Schwann_Cell,Cadm3
Rhobtb33,3.01946765461908e-29,0.90171639531732,0.335,0.132,6.01508151476668e-25,Schwann_Cell,Rhobtb3
Cyb5r33,4.35749950588043e-29,1.11042488482947,0.598,0.386,8.68057476566441e-25,Schwann_Cell,Cyb5r3
Sptan14,7.94171023792855e-29,0.948203467870596,0.651,0.444,1.58206809649775e-24,Schwann_Cell,Sptan1
Pik3ip12,1.3387208424745e-28,0.720464524578849,0.246,0.077,2.66686579029346e-24,Schwann_Cell,Pik3ip1
Hmgb15,2.9561078230981e-28,0.698783215449247,0.833,0.698,5.88886239439373e-24,Schwann_Cell,Hmgb1
Hbegf3,3.40648055015728e-28,1.40378333934052,0.463,0.224,6.78604990396831e-24,Schwann_Cell,Hbegf
Itm2a1,5.39609340109933e-28,0.801464735797505,0.31,0.114,1.074955766433e-23,Schwann_Cell,Itm2a
Map61,9.19095162797274e-28,0.606954136395252,0.199,0.054,1.83092947380845e-23,Schwann_Cell,Map6
Ddr12,1.09922319507372e-27,0.618714071410423,0.238,0.074,2.18976252690637e-23,Schwann_Cell,Ddr1
Ptprs3,1.60318401483205e-27,0.862498950878977,0.456,0.23,3.19370287594692e-23,Schwann_Cell,Ptprs
Sirt21,2.04470239899514e-27,1.14318182722559,0.548,0.345,4.07325164903822e-23,Schwann_Cell,Sirt2
Prdm162,2.92513648308895e-27,0.472203427686099,0.139,0.029,5.8271643879615e-23,Schwann_Cell,Prdm16
Col12a12,3.40295737465275e-27,0.668812543318681,0.384,0.156,6.77903138604575e-23,Schwann_Cell,Col12a1
Fyn2,4.85206289348818e-27,1.13458276947275,0.484,0.263,9.6657944901178e-23,Schwann_Cell,Fyn
Nfia3,5.54975579522686e-27,0.851810187017264,0.512,0.272,1.10556685196714e-22,Schwann_Cell,Nfia
Ptprz11,1.10225553797647e-26,0.773476598255612,0.181,0.047,2.19580325720293e-22,Schwann_Cell,Ptprz1
Lamb12,2.27208381335951e-26,1.08238748525861,0.488,0.268,4.52621816459349e-22,Schwann_Cell,Lamb1
Scaf113,2.294768580523e-26,1.02475973626925,0.651,0.465,4.57140848925987e-22,Schwann_Cell,Scaf11
Sult1a11,4.44648783633236e-26,0.600222197557108,0.178,0.046,8.85784841875769e-22,Schwann_Cell,Sult1a1
Asxl31,4.77282957226804e-26,0.496734892417648,0.132,0.027,9.50795379091517e-22,Schwann_Cell,Asxl3
Kif5b2,7.1106066141987e-26,0.924962411987397,0.722,0.584,1.41650394361452e-21,Schwann_Cell,Kif5b
Adam102,7.14156607253238e-26,1.00374248602497,0.47,0.259,1.42267137730917e-21,Schwann_Cell,Adam10
Fez12,7.39263761084002e-26,0.548920161367978,0.235,0.075,1.47268733845544e-21,Schwann_Cell,Fez1
Papss14,7.61593378913745e-26,0.868150557008513,0.381,0.18,1.51717017013407e-21,Schwann_Cell,Papss1
Git12,2.47645313563642e-25,0.711363195614088,0.349,0.151,4.9333422915013e-21,Schwann_Cell,Git1
Ankrd13b,4.19139363775386e-25,0.463917783321768,0.139,0.031,8.34967526576946e-21,Schwann_Cell,Ankrd13b
Fam53b2,4.23868690435989e-25,0.674595346442889,0.224,0.071,8.44388818217534e-21,Schwann_Cell,Fam53b
Sema3d,4.74808318482558e-25,0.520009905698767,0.146,0.034,9.45865651249104e-21,Schwann_Cell,Sema3d
Trpm31,6.0227207672469e-25,0.428251330210778,0.135,0.029,1.19978620404325e-20,Schwann_Cell,Trpm3
Sema4c4,8.13896790937877e-25,0.944941506454673,0.399,0.189,1.62136379722735e-20,Schwann_Cell,Sema4c
Atp1b21,1.04028029303428e-24,0.441024118157184,0.149,0.035,2.07234237175359e-20,Schwann_Cell,Atp1b2
Shisa42,1.21084844596111e-24,0.431699208218401,0.171,0.044,2.41213118919913e-20,Schwann_Cell,Shisa4
Spg203,1.27435360295967e-24,0.713340655878267,0.231,0.077,2.53863981245596e-20,Schwann_Cell,Spg20
Purb2,1.68703906014206e-24,0.896152996387367,0.762,0.642,3.360750511709e-20,Schwann_Cell,Purb
Camk2n13,4.80934961866539e-24,0.955529480192435,0.445,0.24,9.58070537534332e-20,Schwann_Cell,Camk2n1
Atp8a12,5.598246287856e-24,0.703128040616676,0.26,0.093,1.11522664300379e-19,Schwann_Cell,Atp8a1
Ptma4,6.07045034565259e-24,0.521676012523439,0.975,0.873,1.20929441335745e-19,Schwann_Cell,Ptma
Gab12,8.26782544977277e-24,0.791721392170188,0.313,0.131,1.64703350784923e-19,Schwann_Cell,Gab1
Stk392,8.98445540211672e-24,0.70094703419997,0.242,0.085,1.78979336065567e-19,Schwann_Cell,Stk39
Col4a14,1.10894045323337e-23,0.629312431307863,0.665,0.414,2.2091202768862e-19,Schwann_Cell,Col4a1
mt-Co22,1.52174293583094e-23,0.028737186233589,0.986,0.934,3.03146410246881e-19,Schwann_Cell,mt-Co2
Ephb62,1.94991861283292e-23,0.723797208459497,0.228,0.077,3.88443286862445e-19,Schwann_Cell,Ephb6
Kmt5a1,2.08095735909307e-23,1.16966158708486,0.505,0.311,4.14547515504931e-19,Schwann_Cell,Kmt5a
Mlec3,2.38999903553791e-23,0.962191449398236,0.445,0.247,4.76111707869508e-19,Schwann_Cell,Mlec
Sccpdh2,5.02920357903025e-23,0.623204019343143,0.214,0.069,1.00186764497862e-18,Schwann_Cell,Sccpdh
Fermt24,5.36783712887438e-23,0.743740396284228,0.63,0.406,1.06932683444307e-18,Schwann_Cell,Fermt2
Ptpn213,8.00158014854103e-23,0.466656593260617,0.21,0.067,1.59399478139086e-18,Schwann_Cell,Ptpn21
Nfib4,8.63094107091823e-23,0.52612747016079,0.541,0.28,1.71936977073762e-18,Schwann_Cell,Nfib
Kif13b2,1.07992500934503e-22,0.889637160722598,0.367,0.175,2.15131861111624e-18,Schwann_Cell,Kif13b
Plce11,1.37770536286972e-22,0.500685556074985,0.167,0.045,2.74452685337278e-18,Schwann_Cell,Plce1
Cfl23,1.42156683018962e-22,0.86555158177938,0.441,0.246,2.83190328242073e-18,Schwann_Cell,Cfl2
Cuedc14,1.62548171698065e-22,0.77557230634189,0.31,0.132,3.23812212839715e-18,Schwann_Cell,Cuedc1
Tmem50a2,1.65190233659604e-22,0.894288095019698,0.673,0.522,3.29075464473298e-18,Schwann_Cell,Tmem50a
Atp1b32,1.66678584781187e-22,0.993922714317266,0.662,0.514,3.32040408742602e-18,Schwann_Cell,Atp1b3
Ptpre2,1.93776569384917e-22,1.03677046460379,0.399,0.197,3.86022303871693e-18,Schwann_Cell,Ptpre
Nf12,2.04120594603e-22,0.890816599057203,0.431,0.233,4.06628636508636e-18,Schwann_Cell,Nf1
Ivns1abp2,2.18350556769659e-22,0.822108106571923,0.495,0.294,4.34976144140838e-18,Schwann_Cell,Ivns1abp
Tacc13,2.27674663170248e-22,0.866636919054449,0.587,0.403,4.53550696501451e-18,Schwann_Cell,Tacc1
Sema6c,2.43589260319389e-22,0.57951715191583,0.139,0.034,4.85254165482255e-18,Schwann_Cell,Sema6c
Nudt31,2.53766085437265e-22,0.854347379710093,0.381,0.189,5.05527418799576e-18,Schwann_Cell,Nudt3
Slc12a23,2.58504811787945e-22,0.921338980320908,0.352,0.164,5.14967435562766e-18,Schwann_Cell,Slc12a2
Arhgef402,2.89665848105094e-22,0.834406912762348,0.324,0.144,5.77043336010159e-18,Schwann_Cell,Arhgef40
mt-Nd53,3.09189581599197e-22,0.382368171763538,0.883,0.741,6.15936565503761e-18,Schwann_Cell,mt-Nd5
Zfp241,3.29747090889842e-22,0.734841705770567,0.306,0.131,6.56889179761654e-18,Schwann_Cell,Zfp24
Myo63,5.77712420693369e-22,0.766418547115632,0.342,0.159,1.15086091326326e-17,Schwann_Cell,Myo6
Sdc44,7.37535614001525e-22,1.23234999837732,0.694,0.512,1.46924469665244e-17,Schwann_Cell,Sdc4
Zfp914,8.590780567479e-22,0.831791516684639,0.676,0.538,1.71136939684749e-17,Schwann_Cell,Zfp91
Ank1,8.75696650226176e-22,0.786653582382004,0.27,0.108,1.74447529691557e-17,Schwann_Cell,Ank
Vim5,8.9838653534465e-22,0.675067711921307,0.975,0.864,1.78967581706008e-17,Schwann_Cell,Vim
Nedd92,9.58842046023753e-22,0.822970411956694,0.423,0.214,1.91010923988392e-17,Schwann_Cell,Nedd9
Snx162,1.07192624479794e-21,0.670046200828825,0.231,0.083,2.13538427226197e-17,Schwann_Cell,Snx16
Mpdz3,1.107841609873e-21,0.884979855133026,0.306,0.133,2.206931271028e-17,Schwann_Cell,Mpdz
Btbd32,1.39267477338979e-21,0.787839469539903,0.302,0.126,2.77434741606979e-17,Schwann_Cell,Btbd3
Atp1a13,1.59532941951919e-21,0.965581948317862,0.641,0.493,3.17805573662419e-17,Schwann_Cell,Atp1a1
Dpysl24,1.60679691679017e-21,0.86306233990855,0.466,0.281,3.2009001379377e-17,Schwann_Cell,Dpysl2
Stard93,2.17931648695353e-21,0.727760020159818,0.299,0.127,4.34141637366013e-17,Schwann_Cell,Stard9
Ddhd13,2.38907388394699e-21,0.864934785570599,0.402,0.206,4.75927408421081e-17,Schwann_Cell,Ddhd1
2010111I01Rik4,2.42074448394417e-21,0.863334928296744,0.527,0.331,4.82236508646518e-17,Schwann_Cell,2010111I01Rik
Plxdc22,2.78291148941248e-21,0.615737776817889,0.26,0.099,5.54383797805859e-17,Schwann_Cell,Plxdc2
Ptn2,3.2968487621752e-21,2.33917107507594,0.267,0.109,6.56765241912922e-17,Schwann_Cell,Ptn
Ckb2,3.95818218994204e-21,1.02698088908729,0.47,0.28,7.88509474058354e-17,Schwann_Cell,Ckb
Vldlr,3.98487106323274e-21,0.269258600451565,0.11,0.023,7.93826164506595e-17,Schwann_Cell,Vldlr
Maf3,5.23093809479091e-21,1.06523697079341,0.463,0.273,1.0420551778633e-16,Schwann_Cell,Maf
Mapre32,5.50588269956013e-21,0.610146704560796,0.199,0.066,1.09682689257937e-16,Schwann_Cell,Mapre3
Gamt1,9.59677584851848e-21,0.82638067120389,0.26,0.104,1.91177371678337e-16,Schwann_Cell,Gamt
Elovl11,1.10915761553626e-20,0.992082404000706,0.359,0.182,2.20955288590979e-16,Schwann_Cell,Elovl1
Slc22a171,1.33308207542289e-20,0.567260733693569,0.221,0.078,2.65563280244994e-16,Schwann_Cell,Slc22a17
Tuba1a3,1.48040493318561e-20,0.84136518468442,0.715,0.524,2.94911466739905e-16,Schwann_Cell,Tuba1a
Mt22,2.97136315903232e-20,0.790079742485684,0.737,0.528,5.91925254910829e-16,Schwann_Cell,Mt2
Nucks14,3.5219548759245e-20,0.753436145252416,0.609,0.437,7.0160863083292e-16,Schwann_Cell,Nucks1
Dab2ip3,4.31905523589676e-20,0.933319150269008,0.423,0.244,8.60398993542993e-16,Schwann_Cell,Dab2ip
Pura3,6.50923067863803e-20,0.825368990022811,0.587,0.412,1.29670384349148e-15,Schwann_Cell,Pura
Sbf24,6.95151266537606e-20,0.871828029046019,0.416,0.232,1.38481083806956e-15,Schwann_Cell,Sbf2
Cnn34,7.47404784980037e-20,0.823781385961951,0.527,0.341,1.48890507215873e-15,Schwann_Cell,Cnn3
Adgrl32,8.31226368954673e-20,0.532518064613397,0.21,0.072,1.6558860495946e-15,Schwann_Cell,Adgrl3
Ctnna13,1.6811021851577e-19,0.778985324238877,0.601,0.454,3.34892366305265e-15,Schwann_Cell,Ctnna1
Lzts24,2.96030851862048e-19,0.722067110450331,0.367,0.188,5.89723059994386e-15,Schwann_Cell,Lzts2
Slc20a21,3.62806469158997e-19,0.637723120767389,0.196,0.067,7.22746767211637e-15,Schwann_Cell,Slc20a2
Cltb4,4.35615738937278e-19,0.922343308499187,0.534,0.384,8.67790113536952e-15,Schwann_Cell,Cltb
Sntb11,4.76569093978778e-19,0.252072848559392,0.121,0.029,9.49373292115123e-15,Schwann_Cell,Sntb1
Ston1,4.9523228709912e-19,0.359888369867433,0.117,0.028,9.86552239130158e-15,Schwann_Cell,Ston1
Dynlrb13,6.37813903569738e-19,0.937249056382249,0.598,0.463,1.27058907730128e-14,Schwann_Cell,Dynlrb1
Shroom3,6.65968693400476e-19,0.392240633107347,0.114,0.027,1.32667623412309e-14,Schwann_Cell,Shroom3
Selenom3,8.0060064151583e-19,0.807265904525842,0.591,0.393,1.59487653796368e-14,Schwann_Cell,Selenom
Prss233,9.64984319859208e-19,0.819318632765175,0.384,0.2,1.92234526359153e-14,Schwann_Cell,Prss23
Fam198b2,1.06940139976157e-18,0.5844698945879,0.206,0.073,2.13035452846503e-14,Schwann_Cell,Fam198b
S100a42,1.30817037785344e-18,0.608510190117733,0.73,0.498,2.60600620972183e-14,Schwann_Cell,S100a4
Cpeb12,1.37450997313752e-18,0.502273233578017,0.16,0.049,2.73816131748725e-14,Schwann_Cell,Cpeb1
Pdgfa2,1.4387874900654e-18,0.580654702965238,0.342,0.158,2.86620855895928e-14,Schwann_Cell,Pdgfa
Ado3,1.57826440644935e-18,0.623768919947104,0.235,0.093,3.14406052408775e-14,Schwann_Cell,Ado
Fxyd7,2.2989658090906e-18,0.834004999767909,0.107,0.025,4.57976978828939e-14,Schwann_Cell,Fxyd7
Apod2,2.6560030694559e-18,1.47404773537848,0.573,0.366,5.29102371466309e-14,Schwann_Cell,Apod
Sema5a3,2.71901861529451e-18,0.861716715543412,0.27,0.119,5.41655698352819e-14,Schwann_Cell,Sema5a
Lrrc75a,2.8441296554156e-18,0.35411519778307,0.139,0.039,5.66579068655341e-14,Schwann_Cell,Lrrc75a
Plec4,3.03323342715222e-18,0.706246124309918,0.712,0.59,6.04250431022993e-14,Schwann_Cell,Plec
Zfhx43,3.56812737385213e-18,0.463177574277683,0.235,0.089,7.10806654145082e-14,Schwann_Cell,Zfhx4
Phldb13,3.58372413028136e-18,0.826527796666975,0.406,0.226,7.13913683993349e-14,Schwann_Cell,Phldb1
Lpin1,1.09727690181248e-17,0.508250566070469,0.206,0.076,2.18588531610064e-13,Schwann_Cell,Lpin1
Acyp23,1.27946295256957e-17,0.564504906401417,0.253,0.107,2.54881814781385e-13,Schwann_Cell,Acyp2
Map44,1.52137851381888e-17,0.876021103451101,0.52,0.369,3.03073813737859e-13,Schwann_Cell,Map4
Flnb1,1.84371740968769e-17,0.699012242166121,0.295,0.137,3.67286945183884e-13,Schwann_Cell,Flnb
Tmem2453,1.84585271488375e-17,0.749316908828557,0.327,0.163,3.67712319331991e-13,Schwann_Cell,Tmem245
Mocs23,2.26087530721426e-17,0.902752702276428,0.413,0.254,4.50388969950152e-13,Schwann_Cell,Mocs2
Pgp2,2.27406297111779e-17,0.634825213522631,0.377,0.209,4.53016084476374e-13,Schwann_Cell,Pgp
Syn31,2.34692682957489e-17,0.273434240038992,0.107,0.026,4.67531293719615e-13,Schwann_Cell,Syn3
Mob3b,2.3969334931559e-17,0.493621090952376,0.117,0.031,4.77493121171587e-13,Schwann_Cell,Mob3b
Fos3,2.62415711399989e-17,1.18569676084653,0.804,0.738,5.22758338679918e-13,Schwann_Cell,Fos
Inpp11,3.04175915631044e-17,0.648810303093334,0.242,0.101,6.05948841528603e-13,Schwann_Cell,Inpp1
Serinc13,3.7689144151213e-17,0.894051546643044,0.562,0.439,7.50805440636313e-13,Schwann_Cell,Serinc1
Nde13,4.06371827399397e-17,0.496826639824382,0.214,0.083,8.09533317362339e-13,Schwann_Cell,Nde1
Nek73,4.25715671339282e-17,0.741641575997341,0.416,0.247,8.48068188874984e-13,Schwann_Cell,Nek7
Spint11,4.40623418685024e-17,0.526522312813177,0.121,0.032,8.77765912362436e-13,Schwann_Cell,Spint1
Pacs22,6.85967400894141e-17,0.688694770355764,0.249,0.108,1.36651565932122e-12,Schwann_Cell,Pacs2
Nacc23,6.86137425990729e-17,0.614534049842033,0.221,0.088,1.36685436631613e-12,Schwann_Cell,Nacc2
Elmo12,6.98307953862578e-17,0.770680905410195,0.32,0.158,1.39109927488964e-12,Schwann_Cell,Elmo1
Itgb14,8.97276203352942e-17,0.50791831715022,0.765,0.651,1.7874639246994e-12,Schwann_Cell,Itgb1
Asrgl11,1.2365950166469e-16,0.483504793471138,0.167,0.056,2.46342093266229e-12,Schwann_Cell,Asrgl1
Rgcc1,1.71504582136824e-16,0.756818049223097,0.566,0.371,3.41654278074767e-12,Schwann_Cell,Rgcc
Fkbp1a2,1.95127799626922e-16,0.794155980580739,0.612,0.484,3.88714089636792e-12,Schwann_Cell,Fkbp1a
Map3k42,2.7344926276185e-16,0.592690615225616,0.246,0.107,5.44738276347881e-12,Schwann_Cell,Map3k4
Agap12,3.0134308513932e-16,0.723218390936825,0.32,0.162,6.00305559906039e-12,Schwann_Cell,Agap1
Cadm21,3.23167088284953e-16,0.533437593273531,0.1,0.024,6.43781156572455e-12,Schwann_Cell,Cadm2
Thra3,3.61739951410749e-16,0.816077576478022,0.441,0.281,7.20622157205354e-12,Schwann_Cell,Thra
Wwc24,3.65208686534905e-16,0.749033427725093,0.456,0.289,7.27532224446183e-12,Schwann_Cell,Wwc2
Sipa1l23,3.73677046749173e-16,0.641509088480008,0.249,0.109,7.44402044829028e-12,Schwann_Cell,Sipa1l2
Fam19a51,4.90725420334046e-16,0.30380760976349,0.142,0.044,9.77574109847452e-12,Schwann_Cell,Fam19a5
Nav13,5.33147181216036e-16,0.824652461772712,0.356,0.196,1.06208249970047e-11,Schwann_Cell,Nav1
Son2,5.44317546688938e-16,0.591547664531323,0.843,0.776,1.08433498475903e-11,Schwann_Cell,Son
Nfic3,7.19243701005989e-16,0.907737493700813,0.498,0.353,1.43280537677403e-11,Schwann_Cell,Nfic
Cd814,8.42375814196753e-16,0.676714457721052,0.641,0.46,1.67809685946135e-11,Schwann_Cell,Cd81
Mmgt22,8.63069115572892e-16,0.532765649480757,0.178,0.066,1.71931998513276e-11,Schwann_Cell,Mmgt2
